sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 9h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 61888904883 | Bytes Rx: 3468039875 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 4d 9h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 61888904883 | Bytes Rx: 3468039875 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 2d 19h:59m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 471933311 | Bytes Rx: 689550403 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 2d 19h:59m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 471933311 | Bytes Rx: 689550403 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.196 | Public IP: 182.65.23.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:32 IST Sat Jun 20 2020 | Duration: 9h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1652884037 | Bytes Rx: 314026943 | IP Addr: 10.149.232.196 | Public IP: 182.65.23.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:54:32 IST Sat Jun 20 2020 | Duration: 9h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 1652884037 | Bytes Rx: 314026943 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164339 | Audit Session ID: 0a95072a281f30005eee2a30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164339 | Audit Session ID: 0a95072a281f30005eee2a30 | Security Group Tag: none | EasyVPN: 0 ||
Username: AMuttepa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.194 | Public IP: 110.224.42.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:00:42 IST Sat Jun 20 2020 | Duration: 9h:31m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 3398166256 | Bytes Rx: 268523482 | IP Addr: 10.149.232.194 | Public IP: 110.224.42.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:00:42 IST Sat Jun 20 2020 | Duration: 9h:31m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 3398166256 | Bytes Rx: 268523482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164347 | Audit Session ID: 0a95072a281fb0005eee2ba2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164347 | Audit Session ID: 0a95072a281fb0005eee2ba2 | Security Group Tag: none | EasyVPN: 0 ||
Username: shimjus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.80 | Public IP: 137.97.118.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:35:52 IST Sat Jun 20 2020 | Duration: 8h:55m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1171027061 | Bytes Rx: 283598890 | IP Addr: 10.149.233.80 | Public IP: 137.97.118.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:35:52 IST Sat Jun 20 2020 | Duration: 8h:55m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1171027061 | Bytes Rx: 283598890 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164362 | Audit Session ID: 0a95072a2820a0005eee33e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164362 | Audit Session ID: 0a95072a2820a0005eee33e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.94 | Public IP: 157.50.179.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:48:21 IST Sat Jun 20 2020 | Duration: 8h:43m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 810660499 | Bytes Rx: 127405751 | IP Addr: 10.149.233.94 | Public IP: 157.50.179.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:48:21 IST Sat Jun 20 2020 | Duration: 8h:43m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 810660499 | Bytes Rx: 127405751 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164370 | Audit Session ID: 0a95072a282120005eee36cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 164370 | Audit Session ID: 0a95072a282120005eee36cd | Security Group Tag: none | EasyVPN: 0 ||
Username: aksharum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.179 | Public IP: 171.78.163.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:52:08 IST Sat Jun 20 2020 | Duration: 8h:39m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 3926992760 | Bytes Rx: 491492509 | IP Addr: 10.149.232.179 | Public IP: 171.78.163.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:52:08 IST Sat Jun 20 2020 | Duration: 8h:39m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 3926992760 | Bytes Rx: 491492509 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164371 | Audit Session ID: 0a95072a282130005eee37b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164371 | Audit Session ID: 0a95072a282130005eee37b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: RAnandan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 157.50.84.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:52:50 IST Sat Jun 20 2020 | Duration: 8h:38m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 83547667 | Bytes Rx: 105085548 | IP Addr: 10.149.232.165 | Public IP: 157.50.84.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:52:50 IST Sat Jun 20 2020 | Duration: 8h:38m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 83547667 | Bytes Rx: 105085548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164372 | Audit Session ID: 0a95072a282140005eee37da | Security Group Tag: none | EasyVPN: 0 |Session ID: 164372 | Audit Session ID: 0a95072a282140005eee37da | Security Group Tag: none | EasyVPN: 0 ||
Username: slourdhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.140 | Public IP: 112.133.236.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:59:20 IST Sat Jun 20 2020 | Duration: 8h:32m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1898632093 | Bytes Rx: 192147913 | IP Addr: 10.149.232.140 | Public IP: 112.133.236.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:59:20 IST Sat Jun 20 2020 | Duration: 8h:32m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1898632093 | Bytes Rx: 192147913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164373 | Audit Session ID: 0a95072a282150005eee3960 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164373 | Audit Session ID: 0a95072a282150005eee3960 | Security Group Tag: none | EasyVPN: 0 ||
Username: jjeyapan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 157.50.49.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:09 IST Sat Jun 20 2020 | Duration: 8h:26m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 182848590 | Bytes Rx: 98938814 | IP Addr: 10.149.233.65 | Public IP: 157.50.49.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:09 IST Sat Jun 20 2020 | Duration: 8h:26m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 182848590 | Bytes Rx: 98938814 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164376 | Audit Session ID: 0a95072a282180005eee3abd | Security Group Tag: none | EasyVPN: 0 |Session ID: 164376 | Audit Session ID: 0a95072a282180005eee3abd | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.248 | Public IP: 59.96.223.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:08:31 IST Sun Jun 21 2020 | Duration: 4h:23m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 206034412 | Bytes Rx: 114071755 | IP Addr: 10.149.233.248 | Public IP: 59.96.223.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:08:31 IST Sun Jun 21 2020 | Duration: 4h:23m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 206034412 | Bytes Rx: 114071755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164453 | Audit Session ID: 0a95072a282650005eee73c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 164453 | Audit Session ID: 0a95072a282650005eee73c7 | Security Group Tag: none | EasyVPN: 0 ||
