sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 21h:10m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1869822532 | Bytes Rx: 764968270 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 21h:10m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1869822532 | Bytes Rx: 764968270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 1d 1h:02m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 714501358 | Bytes Rx: 370898836 | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 1d 1h:02m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 714501358 | Bytes Rx: 370898836 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 16h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 811544856 | Bytes Rx: 800894670 | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 16h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 811544856 | Bytes Rx: 800894670 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 |Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 ||
Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 14h:59m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 299088630 | Bytes Rx: 271580578 | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 14h:59m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 299088630 | Bytes Rx: 271580578 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhaiMane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.44 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 21:04:02 IST Fri Jun 12 2020 | Duration: 10h:56m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1123258206 | Bytes Rx: 206394901 | IP Addr: 10.149.234.44 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 21:04:02 IST Fri Jun 12 2020 | Duration: 10h:56m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1123258206 | Bytes Rx: 206394901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166891 | Audit Session ID: 0a95072b28beb0005ee3a06a | Security Group Tag: none | EasyVPN: 0 |Session ID: 166891 | Audit Session ID: 0a95072b28beb0005ee3a06a | Security Group Tag: none | EasyVPN: 0 ||
Username: rsubbura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.123 | Public IP: 115.97.46.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:07:49 IST Fri Jun 12 2020 | Duration: 9h:52m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1916635090 | Bytes Rx: 143043438 | IP Addr: 10.149.235.123 | Public IP: 115.97.46.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:07:49 IST Fri Jun 12 2020 | Duration: 9h:52m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1916635090 | Bytes Rx: 143043438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166960 | Audit Session ID: 0a95072b28c300005ee3af5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 166960 | Audit Session ID: 0a95072b28c300005ee3af5d | Security Group Tag: none | EasyVPN: 0 ||
Username: KAkula | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.52 | Public IP: 157.47.76.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:17:37 IST Fri Jun 12 2020 | Duration: 9h:42m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2532107269 | Bytes Rx: 330557191 | IP Addr: 10.149.235.52 | Public IP: 157.47.76.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:17:37 IST Fri Jun 12 2020 | Duration: 9h:42m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 2532107269 | Bytes Rx: 330557191 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166972 | Audit Session ID: 0a95072b28c3c0005ee3b1a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166972 | Audit Session ID: 0a95072b28c3c0005ee3b1a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: kachandr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.216 | Public IP: 106.208.56.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:44:44 IST Sat Jun 13 2020 | Duration: 6h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 627026685 | Bytes Rx: 313302974 | IP Addr: 10.149.234.216 | Public IP: 106.208.56.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 01:44:44 IST Sat Jun 13 2020 | Duration: 6h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 627026685 | Bytes Rx: 313302974 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167052 | Audit Session ID: 0a95072b28c8c0005ee3e234 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167052 | Audit Session ID: 0a95072b28c8c0005ee3e234 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.13 | Public IP: 49.35.20.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:02:37 IST Sat Jun 13 2020 | Duration: 2h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 292987173 | Bytes Rx: 61181947 | IP Addr: 10.149.234.13 | Public IP: 49.35.20.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:02:37 IST Sat Jun 13 2020 | Duration: 2h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 292987173 | Bytes Rx: 61181947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167069 | Audit Session ID: 0a95072b28c9d0005ee41095 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167069 | Audit Session ID: 0a95072b28c9d0005ee41095 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.2 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:47 IST Sat Jun 13 2020 | Duration: 2h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 32887839 | Bytes Rx: 20349733 | IP Addr: 10.149.235.2 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:20:47 IST Sat Jun 13 2020 | Duration: 2h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 32887839 | Bytes Rx: 20349733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167071 | Audit Session ID: 0a95072b28c9f0005ee414d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 167071 | Audit Session ID: 0a95072b28c9f0005ee414d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: jesurjos | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.168 | Public IP: 157.46.5.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:36 IST Sat Jun 13 2020 | Duration: 1h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 46054010 | Bytes Rx: 24876182 | IP Addr: 10.149.235.168 | Public IP: 157.46.5.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:36 IST Sat Jun 13 2020 | Duration: 1h:59m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 46054010 | Bytes Rx: 24876182 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 167074 | Audit Session ID: 0a95072b28ca20005ee41e2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 167074 | Audit Session ID: 0a95072b28ca20005ee41e2c | Security Group Tag: none | EasyVPN: 0 ||
