sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 8h:37m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3431171981 | Bytes Rx: 1198612616 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 8h:37m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 3431171981 | Bytes Rx: 1198612616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 9h:29m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 702374887 | Bytes Rx: 214396883 | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 9h:29m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 702374887 | Bytes Rx: 214396883 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShriomS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 17h:04m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 790257499 | Bytes Rx: 200849050 | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 17h:04m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 790257499 | Bytes Rx: 200849050 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 ||
Username: vkharat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 9h:54m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1439850787 | Bytes Rx: 523162753 | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 9h:54m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1439850787 | Bytes Rx: 523162753 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nchavan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.15 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:09 IST Mon Jun 22 2020 | Duration: 9h:50m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1354031281 | Bytes Rx: 841331521 | IP Addr: 10.150.239.15 | Public IP: 103.123.235.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:09 IST Mon Jun 22 2020 | Duration: 9h:50m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1354031281 | Bytes Rx: 841331521 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43430 | Audit Session ID: 0a96cf6a0a9a60005ef004f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43430 | Audit Session ID: 0a96cf6a0a9a60005ef004f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: VisheshK | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.19 | Public IP: 123.201.54.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:38 IST Mon Jun 22 2020 | Duration: 9h:27m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 597388154 | Bytes Rx: 154151976 | IP Addr: 10.150.239.19 | Public IP: 123.201.54.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:38 IST Mon Jun 22 2020 | Duration: 9h:27m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 597388154 | Bytes Rx: 154151976 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43461 | Audit Session ID: 0a96cf6a0a9c50005ef00a36 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43461 | Audit Session ID: 0a96cf6a0a9c50005ef00a36 | Security Group Tag: none | EasyVPN: 0 ||
Username: kpandav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.5 | Public IP: 183.87.153.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:08 IST Mon Jun 22 2020 | Duration: 9h:26m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 212916100 | Bytes Rx: 131807008 | IP Addr: 10.150.239.5 | Public IP: 183.87.153.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:08 IST Mon Jun 22 2020 | Duration: 9h:26m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 212916100 | Bytes Rx: 131807008 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43466 | Audit Session ID: 0a96cf6a0a9ca0005ef00a90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43466 | Audit Session ID: 0a96cf6a0a9ca0005ef00a90 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivashi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.31 | Public IP: 157.33.178.55 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:05:17 IST Mon Jun 22 2020 | Duration: 9h:24m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 696873936 | Bytes Rx: 184619561 | IP Addr: 10.150.239.31 | Public IP: 157.33.178.55 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:05:17 IST Mon Jun 22 2020 | Duration: 9h:24m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 696873936 | Bytes Rx: 184619561 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43473 | Audit Session ID: 0a96cf6a0a9d10005ef00ad5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43473 | Audit Session ID: 0a96cf6a0a9d10005ef00ad5 | Security Group Tag: none | EasyVPN: 0 ||
Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.237 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:44 IST Mon Jun 22 2020 | Duration: 9h:23m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 588360509 | Bytes Rx: 622189481 | IP Addr: 10.150.238.237 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:44 IST Mon Jun 22 2020 | Duration: 9h:23m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 588360509 | Bytes Rx: 622189481 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43484 | Audit Session ID: 0a96cf6a0a9dc0005ef00b2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 43484 | Audit Session ID: 0a96cf6a0a9dc0005ef00b2c | Security Group Tag: none | EasyVPN: 0 ||
Username: NJaffer | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.119 | Public IP: 157.50.39.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:13 IST Mon Jun 22 2020 | Duration: 9h:11m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 110088157 | Bytes Rx: 29049139 | IP Addr: 10.150.239.119 | Public IP: 157.50.39.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:13 IST Mon Jun 22 2020 | Duration: 9h:11m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 110088157 | Bytes Rx: 29049139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43505 | Audit Session ID: 0a96cf6a0a9f10005ef00e19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43505 | Audit Session ID: 0a96cf6a0a9f10005ef00e19 | Security Group Tag: none | EasyVPN: 0 ||
Username: prafulla.shitole | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.28 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:53 IST Mon Jun 22 2020 | Duration: 9h:03m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 463106352 | Bytes Rx: 415429557 | IP Addr: 10.150.239.28 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:53 IST Mon Jun 22 2020 | Duration: 9h:03m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 463106352 | Bytes Rx: 415429557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43514 | Audit Session ID: 0a96cf6a0a9fa0005ef00fe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43514 | Audit Session ID: 0a96cf6a0a9fa0005ef00fe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: sosonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.40 | Public IP: 157.47.40.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:19 IST Mon Jun 22 2020 | Duration: 8h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 349973529 | Bytes Rx: 122435349 | IP Addr: 10.150.239.40 | Public IP: 157.47.40.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:19 IST Mon Jun 22 2020 | Duration: 8h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 349973529 | Bytes Rx: 122435349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43526 | Audit Session ID: 0a96cf6a0aa060005ef013bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 43526 | Audit Session ID: 0a96cf6a0aa060005ef013bf | Security Group Tag: none | EasyVPN: 0 ||
Username: samathew | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.157 | Public IP: 103.124.141.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:31 IST Mon Jun 22 2020 | Duration: 8h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1251575884 | Bytes Rx: 212613800 | IP Addr: 10.150.239.157 | Public IP: 103.124.141.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:31 IST Mon Jun 22 2020 | Duration: 8h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 1251575884 | Bytes Rx: 212613800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43530 | Audit Session ID: 0a96cf6a0aa0a0005ef014f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43530 | Audit Session ID: 0a96cf6a0aa0a0005ef014f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: manojjos | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.253 | Public IP: 43.243.173.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:33 IST Mon Jun 22 2020 | Duration: 8h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 850470421 | Bytes Rx: 239635714 | IP Addr: 10.150.238.253 | Public IP: 43.243.173.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:33 IST Mon Jun 22 2020 | Duration: 8h:35m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 850470421 | Bytes Rx: 239635714 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43539 | Audit Session ID: 0a96cf6a0aa130005ef01661 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43539 | Audit Session ID: 0a96cf6a0aa130005ef01661 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuruKupp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.13 | Public IP: 117.222.170.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:38 IST Mon Jun 22 2020 | Duration: 8h:35m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 382017237 | Bytes Rx: 75955200 | IP Addr: 10.150.239.13 | Public IP: 117.222.170.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:38 IST Mon Jun 22 2020 | Duration: 8h:35m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 382017237 | Bytes Rx: 75955200 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43540 | Audit Session ID: 0a96cf6a0aa140005ef01666 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43540 | Audit Session ID: 0a96cf6a0aa140005ef01666 | Security Group Tag: none | EasyVPN: 0 ||
Username: VSandbho | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.42 | Public IP: 43.231.239.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:32 IST Mon Jun 22 2020 | Duration: 8h:31m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 735624252 | Bytes Rx: 125811313 | IP Addr: 10.150.239.42 | Public IP: 43.231.239.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:32 IST Mon Jun 22 2020 | Duration: 8h:31m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 735624252 | Bytes Rx: 125811313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43553 | Audit Session ID: 0a96cf6a0aa210005ef01750 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43553 | Audit Session ID: 0a96cf6a0aa210005ef01750 | Security Group Tag: none | EasyVPN: 0 ||
Username: PChikane | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.48 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:14 IST Mon Jun 22 2020 | Duration: 8h:31m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 131720035 | Bytes Rx: 57995375 | IP Addr: 10.150.239.48 | Public IP: 103.97.104.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:14 IST Mon Jun 22 2020 | Duration: 8h:31m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 131720035 | Bytes Rx: 57995375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43555 | Audit Session ID: 0a96cf6a0aa230005ef0177a | Security Group Tag: none | EasyVPN: 0 |Session ID: 43555 | Audit Session ID: 0a96cf6a0aa230005ef0177a | Security Group Tag: none | EasyVPN: 0 ||
Username: shamit.paul | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.55 | Public IP: 117.214.120.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:25 IST Mon Jun 22 2020 | Duration: 8h:26m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 826713905 | Bytes Rx: 336831302 | IP Addr: 10.150.239.55 | Public IP: 117.214.120.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:25 IST Mon Jun 22 2020 | Duration: 8h:26m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 826713905 | Bytes Rx: 336831302 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43567 | Audit Session ID: 0a96cf6a0aa2f0005ef01875 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43567 | Audit Session ID: 0a96cf6a0aa2f0005ef01875 | Security Group Tag: none | EasyVPN: 0 ||
Username: rupesh.dhiwar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.77 | Public IP: 103.97.104.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:25 IST Mon Jun 22 2020 | Duration: 8h:23m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 480785913 | Bytes Rx: 222895238 | IP Addr: 10.150.239.77 | Public IP: 103.97.104.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:25 IST Mon Jun 22 2020 | Duration: 8h:23m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 480785913 | Bytes Rx: 222895238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43578 | Audit Session ID: 0a96cf6a0aa3a0005ef01929 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43578 | Audit Session ID: 0a96cf6a0aa3a0005ef01929 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsalian | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.78 | Public IP: 171.77.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:37 IST Mon Jun 22 2020 | Duration: 8h:23m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1386749324 | Bytes Rx: 309578440 | IP Addr: 10.150.239.78 | Public IP: 171.77.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:37 IST Mon Jun 22 2020 | Duration: 8h:23m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1386749324 | Bytes Rx: 309578440 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43579 | Audit Session ID: 0a96cf6a0aa3b0005ef01935 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43579 | Audit Session ID: 0a96cf6a0aa3b0005ef01935 | Security Group Tag: none | EasyVPN: 0 ||
