sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 3d 0h:12m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 7212718447 | Bytes Rx: 865678290 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 3d 0h:12m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 7212718447 | Bytes Rx: 865678290 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 10h:38m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 31322403142 | Bytes Rx: 1731193526 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 2d 10h:38m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 31322403142 | Bytes Rx: 1731193526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC25 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 22h:24m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1003266289 | Bytes Rx: 710552784 | IP Addr: 10.149.248.111 | Public IP: 49.207.142.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:00 IST Thu Jun 18 2020 | Duration: 22h:24m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 1003266289 | Bytes Rx: 710552784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158703 | Audit Session ID: 0a95072a26bef0005eeaea08 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 21h:36m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 298142831 | Bytes Rx: 246725453 | IP Addr: 10.149.233.54 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:50 IST Thu Jun 18 2020 | Duration: 21h:36m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 298142831 | Bytes Rx: 246725453 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 |Session ID: 158927 | Audit Session ID: 0a95072a26ccf0005eeaf53e | Security Group Tag: none | EasyVPN: 0 ||
Username: ADe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 20h:43m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 504032202 | Bytes Rx: 693649167 | IP Addr: 10.149.233.27 | Public IP: 223.191.1.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:57 IST Thu Jun 18 2020 | Duration: 20h:43m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 504032202 | Bytes Rx: 693649167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159119 | Audit Session ID: 0a95072a26d8f0005eeb01b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.112 | Public IP: 49.206.125.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:35 IST Thu Jun 18 2020 | Duration: 20h:02m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 253681016 | Bytes Rx: 180211825 | IP Addr: 10.149.232.112 | Public IP: 49.206.125.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:05:35 IST Thu Jun 18 2020 | Duration: 20h:02m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 253681016 | Bytes Rx: 180211825 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159251 | Audit Session ID: 0a95072a26e130005eeb0b37 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159251 | Audit Session ID: 0a95072a26e130005eeb0b37 | Security Group Tag: none | EasyVPN: 0 ||
Username: sknaidu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.245 | Public IP: 27.7.143.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 20h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1161526403 | Bytes Rx: 306877859 | IP Addr: 10.149.233.245 | Public IP: 27.7.143.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:06:01 IST Thu Jun 18 2020 | Duration: 20h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1161526403 | Bytes Rx: 306877859 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 159255 | Audit Session ID: 0a95072a26e170005eeb0b51 | Security Group Tag: none | EasyVPN: 0 ||
Username: PThangav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.71 | Public IP: 49.37.196.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:07 IST Thu Jun 18 2020 | Duration: 19h:08m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 331772444 | Bytes Rx: 209227055 | IP Addr: 10.149.241.71 | Public IP: 49.37.196.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:07 IST Thu Jun 18 2020 | Duration: 19h:08m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 331772444 | Bytes Rx: 209227055 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159476 | Audit Session ID: 0a95072a26ef40005eeb17ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 159476 | Audit Session ID: 0a95072a26ef40005eeb17ff | Security Group Tag: none | EasyVPN: 0 ||
Username: ppai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.160 | Public IP: 49.37.192.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:20:50 IST Thu Jun 18 2020 | Duration: 18h:47m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1111743185 | Bytes Rx: 473241995 | IP Addr: 10.149.241.160 | Public IP: 49.37.192.32 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:20:50 IST Thu Jun 18 2020 | Duration: 18h:47m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1111743185 | Bytes Rx: 473241995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 159621 | Audit Session ID: 0a95072a26f850005eeb1cda | Security Group Tag: none | EasyVPN: 0 |Session ID: 159621 | Audit Session ID: 0a95072a26f850005eeb1cda | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.66 | Public IP: 122.163.185.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:39:29 IST Thu Jun 18 2020 | Duration: 12h:28m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 677996915 | Bytes Rx: 119335014 | IP Addr: 10.149.233.66 | Public IP: 122.163.185.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:39:29 IST Thu Jun 18 2020 | Duration: 12h:28m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 677996915 | Bytes Rx: 119335014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160449 | Audit Session ID: 0a95072a272c10005eeb7599 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160449 | Audit Session ID: 0a95072a272c10005eeb7599 | Security Group Tag: none | EasyVPN: 0 ||
Username: salsonaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.77 | Public IP: 45.127.45.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:24 IST Thu Jun 18 2020 | Duration: 11h:15m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 521703891 | Bytes Rx: 210428277 | IP Addr: 10.149.233.77 | Public IP: 45.127.45.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:52:24 IST Thu Jun 18 2020 | Duration: 11h:15m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 521703891 | Bytes Rx: 210428277 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 160554 | Audit Session ID: 0a95072a2732a0005eeb86b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 160554 | Audit Session ID: 0a95072a2732a0005eeb86b0 | Security Group Tag: none | EasyVPN: 0 ||
