sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 10h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 3433881027 | Bytes Rx: 1201332154 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 11d 10h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 3433881027 | Bytes Rx: 1201332154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: smitajad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 11h:00m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 742022577 | Bytes Rx: 227943818 | IP Addr: 10.150.239.68 | Public IP: 123.201.116.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:17 IST Sun Jun 21 2020 | Duration: 1d 11h:00m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 742022577 | Bytes Rx: 227943818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 |Session ID: 42046 | Audit Session ID: 0a96cf6a0a43e0005eeeb829 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShriomS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 18h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 993901332 | Bytes Rx: 241291583 | IP Addr: 10.150.238.250 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:25:59 IST Sun Jun 21 2020 | Duration: 18h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 993901332 | Bytes Rx: 241291583 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43305 | Audit Session ID: 0a96cf6a0a9290005eef9f2f | Security Group Tag: none | EasyVPN: 0 ||
Username: vkharat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 11h:24m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1669663453 | Bytes Rx: 577368522 | IP Addr: 10.150.239.10 | Public IP: 116.74.152.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:35:57 IST Mon Jun 22 2020 | Duration: 11h:24m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1669663453 | Bytes Rx: 577368522 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43421 | Audit Session ID: 0a96cf6a0a99d0005ef003f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: VisheshK | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.19 | Public IP: 123.201.54.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:38 IST Mon Jun 22 2020 | Duration: 10h:57m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 669951195 | Bytes Rx: 189204965 | IP Addr: 10.150.239.19 | Public IP: 123.201.54.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:38 IST Mon Jun 22 2020 | Duration: 10h:57m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 669951195 | Bytes Rx: 189204965 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43461 | Audit Session ID: 0a96cf6a0a9c50005ef00a36 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43461 | Audit Session ID: 0a96cf6a0a9c50005ef00a36 | Security Group Tag: none | EasyVPN: 0 ||
Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.237 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:44 IST Mon Jun 22 2020 | Duration: 10h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 669140756 | Bytes Rx: 696900219 | IP Addr: 10.150.238.237 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:44 IST Mon Jun 22 2020 | Duration: 10h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 669140756 | Bytes Rx: 696900219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43484 | Audit Session ID: 0a96cf6a0a9dc0005ef00b2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 43484 | Audit Session ID: 0a96cf6a0a9dc0005ef00b2c | Security Group Tag: none | EasyVPN: 0 ||
Username: prafulla.shitole | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.28 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:53 IST Mon Jun 22 2020 | Duration: 10h:33m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 809117433 | Bytes Rx: 444131000 | IP Addr: 10.150.239.28 | Public IP: 27.4.2.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:53 IST Mon Jun 22 2020 | Duration: 10h:33m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 809117433 | Bytes Rx: 444131000 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43514 | Audit Session ID: 0a96cf6a0a9fa0005ef00fe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43514 | Audit Session ID: 0a96cf6a0a9fa0005ef00fe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: sosonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.40 | Public IP: 103.207.149.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:19 IST Mon Jun 22 2020 | Duration: 10h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 405077048 | Bytes Rx: 147865283 | IP Addr: 10.150.239.40 | Public IP: 103.207.149.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:19 IST Mon Jun 22 2020 | Duration: 10h:17m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 405077048 | Bytes Rx: 147865283 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43526 | Audit Session ID: 0a96cf6a0aa060005ef013bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 43526 | Audit Session ID: 0a96cf6a0aa060005ef013bf | Security Group Tag: none | EasyVPN: 0 ||
Username: samathew | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.157 | Public IP: 103.124.141.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:31 IST Mon Jun 22 2020 | Duration: 10h:11m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1447338165 | Bytes Rx: 320816378 | IP Addr: 10.150.239.157 | Public IP: 103.124.141.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:31 IST Mon Jun 22 2020 | Duration: 10h:11m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1447338165 | Bytes Rx: 320816378 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43530 | Audit Session ID: 0a96cf6a0aa0a0005ef014f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43530 | Audit Session ID: 0a96cf6a0aa0a0005ef014f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: manojjos | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.253 | Public IP: 43.243.173.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:33 IST Mon Jun 22 2020 | Duration: 10h:05m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 948295143 | Bytes Rx: 349285900 | IP Addr: 10.150.238.253 | Public IP: 43.243.173.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:33 IST Mon Jun 22 2020 | Duration: 10h:05m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 948295143 | Bytes Rx: 349285900 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43539 | Audit Session ID: 0a96cf6a0aa130005ef01661 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43539 | Audit Session ID: 0a96cf6a0aa130005ef01661 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuruKupp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.13 | Public IP: 117.222.170.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:38 IST Mon Jun 22 2020 | Duration: 10h:05m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 478438470 | Bytes Rx: 252222286 | IP Addr: 10.150.239.13 | Public IP: 117.222.170.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:38 IST Mon Jun 22 2020 | Duration: 10h:05m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 478438470 | Bytes Rx: 252222286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43540 | Audit Session ID: 0a96cf6a0aa140005ef01666 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43540 | Audit Session ID: 0a96cf6a0aa140005ef01666 | Security Group Tag: none | EasyVPN: 0 ||
