sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kvkrishn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 4d 0h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2351872861 | Bytes Rx: 932487625 | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 4d 0h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2351872861 | Bytes Rx: 932487625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.163 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:50 IST Wed Jun 17 2020 | Duration: 1d 23h:59m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2052979918 | Bytes Rx: 593288070 | IP Addr: 10.149.234.163 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:50 IST Wed Jun 17 2020 | Duration: 1d 23h:59m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2052979918 | Bytes Rx: 593288070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174617 | Audit Session ID: 0a95072b2aa190005ee9a436 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174617 | Audit Session ID: 0a95072b2aa190005ee9a436 | Security Group Tag: none | EasyVPN: 0 ||
Username: manimoha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.4 | Public IP: 103.58.116.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:47 IST Thu Jun 18 2020 | Duration: 23h:19m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 483255095 | Bytes Rx: 340574460 | IP Addr: 10.149.234.4 | Public IP: 103.58.116.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:13:47 IST Thu Jun 18 2020 | Duration: 23h:19m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 483255095 | Bytes Rx: 340574460 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177097 | Audit Session ID: 0a95072b2b3c90005eeaff13 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177097 | Audit Session ID: 0a95072b2b3c90005eeaff13 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 22h:21m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 903857331 | Bytes Rx: 499762157 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 22h:21m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 903857331 | Bytes Rx: 499762157 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: baldeepb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.11 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:43:11 IST Thu Jun 18 2020 | Duration: 11h:50m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 203468327 | Bytes Rx: 83867792 | IP Addr: 10.149.234.11 | Public IP: 103.117.219.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:43:11 IST Thu Jun 18 2020 | Duration: 11h:50m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 203468327 | Bytes Rx: 83867792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178734 | Audit Session ID: 0a95072b2ba2e0005eeba0a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178734 | Audit Session ID: 0a95072b2ba2e0005eeba0a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: kupawan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.52 | Public IP: 123.201.100.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:39 IST Thu Jun 18 2020 | Duration: 11h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 166123063 | Bytes Rx: 88903466 | IP Addr: 10.149.235.52 | Public IP: 123.201.100.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:20:39 IST Thu Jun 18 2020 | Duration: 11h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 166123063 | Bytes Rx: 88903466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178766 | Audit Session ID: 0a95072b2ba4e0005eeba96f | Security Group Tag: none | EasyVPN: 0 |Session ID: 178766 | Audit Session ID: 0a95072b2ba4e0005eeba96f | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 11h:09m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2244537470 | Bytes Rx: 108228729 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 11h:09m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2244537470 | Bytes Rx: 108228729 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.127 | Public IP: 157.46.37.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 4h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 112527623 | Bytes Rx: 32414693 | IP Addr: 10.149.235.127 | Public IP: 157.46.37.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 4h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 112527623 | Bytes Rx: 32414693 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: somnath.datta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.106 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:11 IST Fri Jun 19 2020 | Duration: 3h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 35442578 | Bytes Rx: 27096040 | IP Addr: 10.149.234.106 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:11 IST Fri Jun 19 2020 | Duration: 3h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 35442578 | Bytes Rx: 27096040 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178857 | Audit Session ID: 0a95072b2baa90005eec0f0b | Security Group Tag: none | EasyVPN: 0 |Session ID: 178857 | Audit Session ID: 0a95072b2baa90005eec0f0b | Security Group Tag: none | EasyVPN: 0 ||
Username: ksanap | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.234.107 | Public IP: 106.193.250.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:46 IST Fri Jun 19 2020 | Duration: 3h:34m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 364603279 | Bytes Rx: 61581434 | IP Addr: 10.149.234.107 | Public IP: 106.193.250.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:46 IST Fri Jun 19 2020 | Duration: 3h:34m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 364603279 | Bytes Rx: 61581434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178863 | Audit Session ID: 0a95072b2baaf0005eec14ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 178863 | Audit Session ID: 0a95072b2baaf0005eec14ce | Security Group Tag: none | EasyVPN: 0 ||
Username: SHASHETH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.114 | Public IP: 103.129.206.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:30 IST Fri Jun 19 2020 | Duration: 3h:32m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 345235866 | Bytes Rx: 88312753 | IP Addr: 10.149.234.114 | Public IP: 103.129.206.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:30 IST Fri Jun 19 2020 | Duration: 3h:32m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 345235866 | Bytes Rx: 88312753 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178871 | Audit Session ID: 0a95072b2bab70005eec1572 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178871 | Audit Session ID: 0a95072b2bab70005eec1572 | Security Group Tag: none | EasyVPN: 0 ||
