sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 5d 10h:07m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 2216842268 | Bytes Rx: 621576976 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 5d 10h:07m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 2216842268 | Bytes Rx: 621576976 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.59 | Public IP: 103.100.37.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 5d 3h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4415534989 | Bytes Rx: 2332733365 | IP Addr: 10.150.239.59 | Public IP: 103.100.37.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 5d 3h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4415534989 | Bytes Rx: 2332733365 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.142 | Public IP: 103.85.11.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 4d 2h:52m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 4365402719 | Bytes Rx: 953918472 | IP Addr: 10.150.238.142 | Public IP: 103.85.11.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 4d 2h:52m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 4365402719 | Bytes Rx: 953918472 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 |Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 ||
Username: jlam | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.4 | Public IP: 219.78.20.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:48 IST Sat Jun 13 2020 | Duration: 3d 7h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2726202885 | Bytes Rx: 926806823 | IP Addr: 10.150.239.4 | Public IP: 219.78.20.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:48 IST Sat Jun 13 2020 | Duration: 3d 7h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2726202885 | Bytes Rx: 926806823 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 20012 | Audit Session ID: 0a96cf6a04e2c0005ee46410 | Security Group Tag: none | EasyVPN: 0 |Session ID: 20012 | Audit Session ID: 0a96cf6a04e2c0005ee46410 | Security Group Tag: none | EasyVPN: 0 ||
Username: sduvva | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.150 | Public IP: 103.20.125.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:38:09 IST Sat Jun 13 2020 | Duration: 3d 5h:22m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 10106300 | Bytes Rx: 5353355 | IP Addr: 10.150.239.150 | Public IP: 103.20.125.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:38:09 IST Sat Jun 13 2020 | Duration: 3d 5h:22m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 10106300 | Bytes Rx: 5353355 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 20258 | Audit Session ID: 0a96cf6a04f220005ee47b59 | Security Group Tag: none | EasyVPN: 0 |Session ID: 20258 | Audit Session ID: 0a96cf6a04f220005ee47b59 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.107 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:05 IST Mon Jun 15 2020 | Duration: 1d 9h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1269952976 | Bytes Rx: 604257391 | IP Addr: 10.150.239.107 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:28:05 IST Mon Jun 15 2020 | Duration: 1d 9h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1269952976 | Bytes Rx: 604257391 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23027 | Audit Session ID: 0a96cf6a059f30005ee6e3bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 23027 | Audit Session ID: 0a96cf6a059f30005ee6e3bd | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.33 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:49 IST Mon Jun 15 2020 | Duration: 1d 7h:26m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1424190550 | Bytes Rx: 432854801 | IP Addr: 10.150.249.33 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:49 IST Mon Jun 15 2020 | Duration: 1d 7h:26m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1424190550 | Bytes Rx: 432854801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23759 | Audit Session ID: 0a96cf6a05ccf0005ee70135 | Security Group Tag: none | EasyVPN: 0 |Session ID: 23759 | Audit Session ID: 0a96cf6a05ccf0005ee70135 | Security Group Tag: none | EasyVPN: 0 ||
Username: NDave | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.116 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:04:15 IST Mon Jun 15 2020 | Duration: 1d 6h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2542732654 | Bytes Rx: 722998497 | IP Addr: 10.150.238.116 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:04:15 IST Mon Jun 15 2020 | Duration: 1d 6h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2542732654 | Bytes Rx: 722998497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 23957 | Audit Session ID: 0a96cf6a05d950005ee70857 | Security Group Tag: none | EasyVPN: 0 |Session ID: 23957 | Audit Session ID: 0a96cf6a05d950005ee70857 | Security Group Tag: none | EasyVPN: 0 ||
Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.127 | Public IP: 219.91.248.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 1d 3h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1748012250 | Bytes Rx: 675208171 | IP Addr: 10.150.238.127 | Public IP: 219.91.248.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:23 IST Mon Jun 15 2020 | Duration: 1d 3h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1748012250 | Bytes Rx: 675208171 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 24885 | Audit Session ID: 0a96cf6a061350005ee737f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: pratepan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.18 | Public IP: 122.164.89.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:29:03 IST Mon Jun 15 2020 | Duration: 22h:31m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1854132187 | Bytes Rx: 592733910 | IP Addr: 10.150.238.18 | Public IP: 122.164.89.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:29:03 IST Mon Jun 15 2020 | Duration: 22h:31m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1854132187 | Bytes Rx: 592733910 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 25814 | Audit Session ID: 0a96cf6a064d60005ee77ea7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 25814 | Audit Session ID: 0a96cf6a064d60005ee77ea7 | Security Group Tag: none | EasyVPN: 0 ||
Username: nisinha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.230 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:32:17 IST Mon Jun 15 2020 | Duration: 21h:28m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 527030819 | Bytes Rx: 195998847 | IP Addr: 10.150.238.230 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 20:32:17 IST Mon Jun 15 2020 | Duration: 21h:28m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 527030819 | Bytes Rx: 195998847 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 25957 | Audit Session ID: 0a96cf6a065650005ee78d79 | Security Group Tag: none | EasyVPN: 0 |Session ID: 25957 | Audit Session ID: 0a96cf6a065650005ee78d79 | Security Group Tag: none | EasyVPN: 0 ||
