sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 4d 19h:27m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1048792018 | Bytes Rx: 4479944368 | IP Addr: 10.150.249.39 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:39 IST Mon Jun 8 2020 | Duration: 4d 19h:27m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 1048792018 | Bytes Rx: 4479944368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf6a014240005ede05b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABMALAVE | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 3d 23h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2322954938 | Bytes Rx: 688421272 | IP Addr: 10.150.249.218 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:15 IST Tue Jun 9 2020 | Duration: 3d 23h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2322954938 | Bytes Rx: 688421272 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 7387 | Audit Session ID: 0a96cf6a01cdb0005edf1c0f | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.29 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:34:59 IST Thu Jun 11 2020 | Duration: 2d 9h:55m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 4356380061 | Bytes Rx: 457907213 | IP Addr: 10.150.239.29 | Public IP: 122.179.166.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:34:59 IST Thu Jun 11 2020 | Duration: 2d 9h:55m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 4356380061 | Bytes Rx: 457907213 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13056 | Audit Session ID: 0a96cf6a033000005ee12edb | Security Group Tag: none | EasyVPN: 0 |Session ID: 13056 | Audit Session ID: 0a96cf6a033000005ee12edb | Security Group Tag: none | EasyVPN: 0 ||
Username: ashish.jain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 2d 2h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 893050296 | Bytes Rx: 176405359 | IP Addr: 10.150.239.189 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:04 IST Thu Jun 11 2020 | Duration: 2d 2h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 893050296 | Bytes Rx: 176405359 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 |Session ID: 13259 | Audit Session ID: 0a96cf6a033cb0005ee19588 | Security Group Tag: none | EasyVPN: 0 ||
Username: vineet.pathak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.186 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:30 IST Thu Jun 11 2020 | Duration: 2d 0h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 2710444790 | Bytes Rx: 1124226763 | IP Addr: 10.150.238.186 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:30 IST Thu Jun 11 2020 | Duration: 2d 0h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 2710444790 | Bytes Rx: 1124226763 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 13846 | Audit Session ID: 0a96cf6a036160005ee1b97e | Security Group Tag: none | EasyVPN: 0 |Session ID: 13846 | Audit Session ID: 0a96cf6a036160005ee1b97e | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.220 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:49 IST Thu Jun 11 2020 | Duration: 1d 23h:21m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2263028213 | Bytes Rx: 228224262 | IP Addr: 10.150.239.220 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:49 IST Thu Jun 11 2020 | Duration: 1d 23h:21m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 2263028213 | Bytes Rx: 228224262 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14118 | Audit Session ID: 0a96cf6a037260005ee1c369 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14118 | Audit Session ID: 0a96cf6a037260005ee1c369 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajib.debnath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.59 | Public IP: 103.100.37.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 1d 20h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1648098101 | Bytes Rx: 998950867 | IP Addr: 10.150.239.59 | Public IP: 103.100.37.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:20:25 IST Thu Jun 11 2020 | Duration: 1d 20h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1648098101 | Bytes Rx: 998950867 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 |Session ID: 14924 | Audit Session ID: 0a96cf6a03a4c0005ee1f051 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gurrajs | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.199 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:54 IST Fri Jun 12 2020 | Duration: 1d 1h:18m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1305958464 | Bytes Rx: 204893552 | IP Addr: 10.150.239.199 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:54 IST Fri Jun 12 2020 | Duration: 1d 1h:18m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1305958464 | Bytes Rx: 204893552 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 16604 | Audit Session ID: 0a96cf6a040dc0005ee2f982 | Security Group Tag: none | EasyVPN: 0 |Session ID: 16604 | Audit Session ID: 0a96cf6a040dc0005ee2f982 | Security Group Tag: none | EasyVPN: 0 ||
Username: lchidura | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.249.137 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:05 IST Fri Jun 12 2020 | Duration: 20h:12m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 161654785 | Bytes Rx: 71238512 | IP Addr: 10.150.249.137 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:05 IST Fri Jun 12 2020 | Duration: 20h:12m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 161654785 | Bytes Rx: 71238512 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 18165 | Audit Session ID: 0a96cf6a046f50005ee34145 | Security Group Tag: none | EasyVPN: 0 |Session ID: 18165 | Audit Session ID: 0a96cf6a046f50005ee34145 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.142 | Public IP: 103.85.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 19h:22m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 531285037 | Bytes Rx: 155983424 | IP Addr: 10.150.238.142 | Public IP: 103.85.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:07:50 IST Fri Jun 12 2020 | Duration: 19h:22m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 531285037 | Bytes Rx: 155983424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 |Session ID: 18328 | Audit Session ID: 0a96cf6a047980005ee34cee | Security Group Tag: none | EasyVPN: 0 ||
Username: styagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.58 | Public IP: 182.57.197.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:42 IST Fri Jun 12 2020 | Duration: 14h:29m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 412631206 | Bytes Rx: 146172454 | IP Addr: 10.150.238.58 | Public IP: 182.57.197.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:00:42 IST Fri Jun 12 2020 | Duration: 14h:29m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 412631206 | Bytes Rx: 146172454 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 19139 | Audit Session ID: 0a96cf6a04ac30005ee39192 | Security Group Tag: none | EasyVPN: 0 |Session ID: 19139 | Audit Session ID: 0a96cf6a04ac30005ee39192 | Security Group Tag: none | EasyVPN: 0 ||
