sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 14d 20h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 25570361049 | Bytes Rx: 13431621127 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 14d 20h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 25570361049 | Bytes Rx: 13431621127 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 9d 0h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 5918262043 | Bytes Rx: 2145999900 | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 9d 0h:38m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 5918262043 | Bytes Rx: 2145999900 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 |Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 ||
Username: ahollowa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.158 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:16:01 UTC Fri Jun 12 2020 | Duration: 5d 20h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 4403244438 | Bytes Rx: 1979405802 | IP Addr: 10.145.233.158 | Public IP: 86.20.115.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:16:01 UTC Fri Jun 12 2020 | Duration: 5d 20h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 4403244438 | Bytes Rx: 1979405802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83015 | Audit Session ID: 0a910728144470005ee38011 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83015 | Audit Session ID: 0a910728144470005ee38011 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShoaibA | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.170 | Public IP: 49.15.12.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:55 UTC Sun Jun 14 2020 | Duration: 3d 23h:27m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 22951341888 | Bytes Rx: 2491319547 | IP Addr: 10.145.233.170 | Public IP: 49.15.12.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:55 UTC Sun Jun 14 2020 | Duration: 3d 23h:27m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 22951341888 | Bytes Rx: 2491319547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83301 | Audit Session ID: 0a910728145650005ee5f5cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 83301 | Audit Session ID: 0a910728145650005ee5f5cf | Security Group Tag: none | EasyVPN: 0 ||
Username: PRajegha | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.116 | Public IP: 106.76.78.86 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:16 UTC Mon Jun 15 2020 | Duration: 3d 5h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 5126882716 | Bytes Rx: 1356583593 | IP Addr: 10.145.232.116 | Public IP: 106.76.78.86 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:38:16 UTC Mon Jun 15 2020 | Duration: 3d 5h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 5126882716 | Bytes Rx: 1356583593 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83393 | Audit Session ID: 0a910728145c10005ee6ed28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83393 | Audit Session ID: 0a910728145c10005ee6ed28 | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 3d 2h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3490688838 | Bytes Rx: 1118160106 | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 3d 2h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3490688838 | Bytes Rx: 1118160106 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 |Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 ||
Username: ighaouar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 2d 22h:43m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1934027218 | Bytes Rx: 1750694625 | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 2d 22h:43m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 1934027218 | Bytes Rx: 1750694625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 ||
Username: sepstein | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.202 | Public IP: 85.61.83.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:23:17 UTC Mon Jun 15 2020 | Duration: 2d 13h:07m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 2638571341 | Bytes Rx: 798008004 | IP Addr: 10.145.233.202 | Public IP: 85.61.83.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:23:17 UTC Mon Jun 15 2020 | Duration: 2d 13h:07m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 2638571341 | Bytes Rx: 798008004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83878 | Audit Session ID: 0a910728147a60005ee7d8b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83878 | Audit Session ID: 0a910728147a60005ee7d8b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: thakur.das | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.219 | Public IP: 1.38.44.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:21:32 UTC Tue Jun 16 2020 | Duration: 2d 4h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2731913291 | Bytes Rx: 1049720143 | IP Addr: 10.145.232.219 | Public IP: 1.38.44.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:21:32 UTC Tue Jun 16 2020 | Duration: 2d 4h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 2731913291 | Bytes Rx: 1049720143 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83946 | Audit Session ID: 0a910728147ea0005ee856dc | Security Group Tag: none | EasyVPN: 0 |Session ID: 83946 | Audit Session ID: 0a910728147ea0005ee856dc | Security Group Tag: none | EasyVPN: 0 ||
Username: panksain | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.242 | Public IP: 42.107.224.45 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:17:19 UTC Tue Jun 16 2020 | Duration: 2d 3h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1636227916 | Bytes Rx: 238905844 | IP Addr: 10.145.232.242 | Public IP: 42.107.224.45 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:17:19 UTC Tue Jun 16 2020 | Duration: 2d 3h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1636227916 | Bytes Rx: 238905844 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83972 | Audit Session ID: 0a910728148040005ee863ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 83972 | Audit Session ID: 0a910728148040005ee863ef | Security Group Tag: none | EasyVPN: 0 ||
Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.205 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:31 UTC Tue Jun 16 2020 | Duration: 2d 1h:45m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 2055028604 | Bytes Rx: 533971989 | IP Addr: 10.145.232.205 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:31 UTC Tue Jun 16 2020 | Duration: 2d 1h:45m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 2055028604 | Bytes Rx: 533971989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 84033 | Audit Session ID: 0a910728148410005ee8789b | Security Group Tag: none | EasyVPN: 0 |Session ID: 84033 | Audit Session ID: 0a910728148410005ee8789b | Security Group Tag: none | EasyVPN: 0 ||
