sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 10d 0h:18m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 5859630372 | Bytes Rx: 968790870 | IP Addr: 10.145.232.237 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:14:38 UTC Wed Jun 3 2020 | Duration: 10d 0h:18m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 5859630372 | Bytes Rx: 968790870 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 |Session ID: 79585 | Audit Session ID: 0a910728136e10005ed7942e | Security Group Tag: none | EasyVPN: 0 ||
Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 9d 23h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 18934388372 | Bytes Rx: 11540246135 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 9d 23h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 18934388372 | Bytes Rx: 11540246135 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 4d 3h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 3130154292 | Bytes Rx: 989905929 | IP Addr: 10.145.232.1 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:10 UTC Tue Jun 9 2020 | Duration: 4d 3h:40m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 3130154292 | Bytes Rx: 989905929 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 |Session ID: 81595 | Audit Session ID: 0a91072813ebb0005edf4dba | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.14 | Public IP: 109.154.3.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:57:31 UTC Tue Jun 9 2020 | Duration: 3d 16h:35m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 10362911938 | Bytes Rx: 3787208033 | IP Addr: 10.145.232.14 | Public IP: 109.154.3.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:57:31 UTC Tue Jun 9 2020 | Duration: 3d 16h:35m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 10362911938 | Bytes Rx: 3787208033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81824 | Audit Session ID: 0a91072813fa00005edfe9ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 81824 | Audit Session ID: 0a91072813fa00005edfe9ab | Security Group Tag: none | EasyVPN: 0 ||
Username: stevjen | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.202 | Public IP: 94.14.125.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:26 UTC Wed Jun 10 2020 | Duration: 3d 6h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2559737300 | Bytes Rx: 1039490353 | IP Addr: 10.145.233.202 | Public IP: 94.14.125.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:30:26 UTC Wed Jun 10 2020 | Duration: 3d 6h:02m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2559737300 | Bytes Rx: 1039490353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 81904 | Audit Session ID: 0a91072813ff00005ee07e02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 81904 | Audit Session ID: 0a91072813ff00005ee07e02 | Security Group Tag: none | EasyVPN: 0 ||
Username: mwest | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.136 | Public IP: 86.184.104.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:26:25 UTC Wed Jun 10 2020 | Duration: 2d 19h:06m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 5064852528 | Bytes Rx: 1281186474 | IP Addr: 10.145.233.136 | Public IP: 86.184.104.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:26:25 UTC Wed Jun 10 2020 | Duration: 2d 19h:06m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 5064852528 | Bytes Rx: 1281186474 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82212 | Audit Session ID: 0a910728141240005ee117c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82212 | Audit Session ID: 0a910728141240005ee117c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: JorgHart | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.170 | Public IP: 80.136.22.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:12:12 UTC Wed Jun 10 2020 | Duration: 2d 17h:20m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 917018564 | Bytes Rx: 233521384 | IP Addr: 10.145.233.170 | Public IP: 80.136.22.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:12:12 UTC Wed Jun 10 2020 | Duration: 2d 17h:20m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 917018564 | Bytes Rx: 233521384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82226 | Audit Session ID: 0a910728141320005ee1308c | Security Group Tag: none | EasyVPN: 0 |Session ID: 82226 | Audit Session ID: 0a910728141320005ee1308c | Security Group Tag: none | EasyVPN: 0 ||
Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.165 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:13 UTC Thu Jun 11 2020 | Duration: 2d 5h:05m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2011642630 | Bytes Rx: 732750482 | IP Addr: 10.145.233.165 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:13 UTC Thu Jun 11 2020 | Duration: 2d 5h:05m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 2011642630 | Bytes Rx: 732750482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82361 | Audit Session ID: 0a910728141b90005ee1dcd1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82361 | Audit Session ID: 0a910728141b90005ee1dcd1 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinaysh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.225 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:04 UTC Thu Jun 11 2020 | Duration: 2d 4h:35m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 5141134013 | Bytes Rx: 10308290590 | IP Addr: 10.145.233.225 | Public IP: 90.206.102.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:04 UTC Thu Jun 11 2020 | Duration: 2d 4h:35m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 5141134013 | Bytes Rx: 10308290590 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82392 | Audit Session ID: 0a910728141d80005ee1e3d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82392 | Audit Session ID: 0a910728141d80005ee1e3d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: acrawfor | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.13 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:56 UTC Thu Jun 11 2020 | Duration: 2d 2h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1156642267 | Bytes Rx: 675220655 | IP Addr: 10.145.232.13 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:44:56 UTC Thu Jun 11 2020 | Duration: 2d 2h:47m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1156642267 | Bytes Rx: 675220655 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82474 | Audit Session ID: 0a9107281422a0005ee1fd18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82474 | Audit Session ID: 0a9107281422a0005ee1fd18 | Security Group Tag: none | EasyVPN: 0 ||
Username: DTalekar | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.197 | Public IP: 157.33.240.107 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:49:54 UTC Thu Jun 11 2020 | Duration: 1d 22h:42m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2975189 | Bytes Rx: 1784533 | IP Addr: 10.145.233.197 | Public IP: 157.33.240.107 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:49:54 UTC Thu Jun 11 2020 | Duration: 1d 22h:42m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2975189 | Bytes Rx: 1784533 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 82576 | Audit Session ID: 0a910728142900005ee23682 | Security Group Tag: none | EasyVPN: 0 |Session ID: 82576 | Audit Session ID: 0a910728142900005ee23682 | Security Group Tag: none | EasyVPN: 0 ||
