sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 6h:44m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2319584434 | Bytes Rx: 955098504 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 5d 6h:44m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2319584434 | Bytes Rx: 955098504 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 19h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 445391414 | Bytes Rx: 146926635 | IP Addr: 10.149.234.236 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:04 IST Sat Jun 13 2020 | Duration: 19h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 445391414 | Bytes Rx: 146926635 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168136 | Audit Session ID: 0a95072b290c80005ee505d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 17h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1350909735 | Bytes Rx: 844850831 | IP Addr: 10.149.234.119 | Public IP: 49.37.200.114 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 23:54:54 IST Sat Jun 13 2020 | Duration: 17h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1350909735 | Bytes Rx: 844850831 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168182 | Audit Session ID: 0a95072b290f60005ee519f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 11h:35m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 179073477 | Bytes Rx: 115735446 | IP Addr: 10.149.234.242 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:58:53 IST Sun Jun 14 2020 | Duration: 11h:35m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 179073477 | Bytes Rx: 115735446 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168247 | Audit Session ID: 0a95072b291370005ee56f45 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.226 | Public IP: 183.83.152.199 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:18:19 IST Sun Jun 14 2020 | Duration: 10h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 424286136 | Bytes Rx: 354423686 | IP Addr: 10.149.234.226 | Public IP: 183.83.152.199 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:18:19 IST Sun Jun 14 2020 | Duration: 10h:16m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 424286136 | Bytes Rx: 354423686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168268 | Audit Session ID: 0a95072b2914c0005ee581e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168268 | Audit Session ID: 0a95072b2914c0005ee581e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: slourdhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.9 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:57 IST Sun Jun 14 2020 | Duration: 9h:40m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1411948414 | Bytes Rx: 339134081 | IP Addr: 10.149.235.9 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:57 IST Sun Jun 14 2020 | Duration: 9h:40m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1411948414 | Bytes Rx: 339134081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168284 | Audit Session ID: 0a95072b2915c0005ee58a3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 168284 | Audit Session ID: 0a95072b2915c0005ee58a3d | Security Group Tag: none | EasyVPN: 0 ||
Username: vinchama | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.13 | Public IP: 183.82.157.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:40 IST Sun Jun 14 2020 | Duration: 9h:29m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 775051840 | Bytes Rx: 102091960 | IP Addr: 10.149.235.13 | Public IP: 183.82.157.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:40 IST Sun Jun 14 2020 | Duration: 9h:29m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 775051840 | Bytes Rx: 102091960 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168294 | Audit Session ID: 0a95072b291660005ee58cfc | Security Group Tag: none | EasyVPN: 0 |Session ID: 168294 | Audit Session ID: 0a95072b291660005ee58cfc | Security Group Tag: none | EasyVPN: 0 ||
Username: MoDhanda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.253 | Public IP: 157.36.252.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:27 IST Sun Jun 14 2020 | Duration: 8h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 663146726 | Bytes Rx: 91568405 | IP Addr: 10.149.234.253 | Public IP: 157.36.252.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:27 IST Sun Jun 14 2020 | Duration: 8h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 663146726 | Bytes Rx: 91568405 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168312 | Audit Session ID: 0a95072b291780005ee59a4b | Security Group Tag: none | EasyVPN: 0 |Session ID: 168312 | Audit Session ID: 0a95072b291780005ee59a4b | Security Group Tag: none | EasyVPN: 0 ||
Username: s.venkatesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.114 | Public IP: 49.207.142.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:58 IST Sun Jun 14 2020 | Duration: 8h:08m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1630564053 | Bytes Rx: 166862636 | IP Addr: 10.149.234.114 | Public IP: 49.207.142.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:58 IST Sun Jun 14 2020 | Duration: 8h:08m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 1630564053 | Bytes Rx: 166862636 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168340 | Audit Session ID: 0a95072b291940005ee59fce | Security Group Tag: none | EasyVPN: 0 |Session ID: 168340 | Audit Session ID: 0a95072b291940005ee59fce | Security Group Tag: none | EasyVPN: 0 ||
Username: LeziaR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.104 | Public IP: 122.164.219.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:12 IST Sun Jun 14 2020 | Duration: 7h:56m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 393058863 | Bytes Rx: 167966759 | IP Addr: 10.149.234.104 | Public IP: 122.164.219.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:12 IST Sun Jun 14 2020 | Duration: 7h:56m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 393058863 | Bytes Rx: 167966759 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168351 | Audit Session ID: 0a95072b2919f0005ee5a2ac | Security Group Tag: none | EasyVPN: 0 |Session ID: 168351 | Audit Session ID: 0a95072b2919f0005ee5a2ac | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.121 | Public IP: 182.65.31.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Sun Jun 14 2020 | Duration: 6h:36m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 87734790 | Bytes Rx: 14842327 | IP Addr: 10.149.234.121 | Public IP: 182.65.31.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Sun Jun 14 2020 | Duration: 6h:36m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 87734790 | Bytes Rx: 14842327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168396 | Audit Session ID: 0a95072b291cc0005ee5b56b | Security Group Tag: none | EasyVPN: 0 |Session ID: 168396 | Audit Session ID: 0a95072b291cc0005ee5b56b | Security Group Tag: none | EasyVPN: 0 ||
