sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kvkrishn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 4d 8h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2803350083 | Bytes Rx: 1056351383 | IP Addr: 10.149.234.191 | Public IP: 223.229.187.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:26 IST Mon Jun 15 2020 | Duration: 4d 8h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2803350083 | Bytes Rx: 1056351383 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169411 | Audit Session ID: 0a95072b295c30005ee6f782 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 5h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1168119040 | Bytes Rx: 613754467 | IP Addr: 10.149.235.224 | Public IP: 103.241.226.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:11:43 IST Thu Jun 18 2020 | Duration: 1d 5h:50m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1168119040 | Bytes Rx: 613754467 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 177298 | Audit Session ID: 0a95072b2b4920005eeb0ca7 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 18h:38m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 7929833693 | Bytes Rx: 998336174 | IP Addr: 10.149.235.12 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:24:10 IST Thu Jun 18 2020 | Duration: 18h:38m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 7929833693 | Bytes Rx: 998336174 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178770 | Audit Session ID: 0a95072b2ba520005eebaa42 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.127 | Public IP: 157.46.21.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 12h:20m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1013725336 | Bytes Rx: 201794649 | IP Addr: 10.149.235.127 | Public IP: 157.46.21.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:42:33 IST Fri Jun 19 2020 | Duration: 12h:20m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1013725336 | Bytes Rx: 201794649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 178844 | Audit Session ID: 0a95072b2ba9c0005eec02f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: somnath.datta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.106 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:11 IST Fri Jun 19 2020 | Duration: 11h:28m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 428009454 | Bytes Rx: 77740144 | IP Addr: 10.149.234.106 | Public IP: 223.191.57.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:11 IST Fri Jun 19 2020 | Duration: 11h:28m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 428009454 | Bytes Rx: 77740144 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178857 | Audit Session ID: 0a95072b2baa90005eec0f0b | Security Group Tag: none | EasyVPN: 0 |Session ID: 178857 | Audit Session ID: 0a95072b2baa90005eec0f0b | Security Group Tag: none | EasyVPN: 0 ||
Username: vrajaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.216 | Public IP: 117.213.101.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:34 IST Fri Jun 19 2020 | Duration: 10h:50m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 503115769 | Bytes Rx: 140365344 | IP Addr: 10.149.234.216 | Public IP: 117.213.101.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:34 IST Fri Jun 19 2020 | Duration: 10h:50m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 503115769 | Bytes Rx: 140365344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178883 | Audit Session ID: 0a95072b2bac30005eec180a | Security Group Tag: none | EasyVPN: 0 |Session ID: 178883 | Audit Session ID: 0a95072b2bac30005eec180a | Security Group Tag: none | EasyVPN: 0 ||
Username: valchock | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.219 | Public IP: 122.178.71.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:42 IST Fri Jun 19 2020 | Duration: 10h:48m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 181707610 | Bytes Rx: 42569131 | IP Addr: 10.149.234.219 | Public IP: 122.178.71.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:42 IST Fri Jun 19 2020 | Duration: 10h:48m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 181707610 | Bytes Rx: 42569131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178887 | Audit Session ID: 0a95072b2bac70005eec184e | Security Group Tag: none | EasyVPN: 0 |Session ID: 178887 | Audit Session ID: 0a95072b2bac70005eec184e | Security Group Tag: none | EasyVPN: 0 ||
Username: arjun.jinachandran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.145 | Public IP: 103.147.209.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:34 IST Fri Jun 19 2020 | Duration: 10h:27m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 328422262 | Bytes Rx: 224714325 | IP Addr: 10.149.234.145 | Public IP: 103.147.209.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:34 IST Fri Jun 19 2020 | Duration: 10h:27m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 328422262 | Bytes Rx: 224714325 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178908 | Audit Session ID: 0a95072b2badc0005eec1d6e | Security Group Tag: none | EasyVPN: 0 |Session ID: 178908 | Audit Session ID: 0a95072b2badc0005eec1d6e | Security Group Tag: none | EasyVPN: 0 ||
Username: JVENKATE | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.60 | Public IP: 157.46.43.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:49 IST Fri Jun 19 2020 | Duration: 10h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 482315065 | Bytes Rx: 247157923 | IP Addr: 10.149.235.60 | Public IP: 157.46.43.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:49 IST Fri Jun 19 2020 | Duration: 10h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 482315065 | Bytes Rx: 247157923 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178916 | Audit Session ID: 0a95072b2bae40005eec204d | Security Group Tag: none | EasyVPN: 0 |Session ID: 178916 | Audit Session ID: 0a95072b2bae40005eec204d | Security Group Tag: none | EasyVPN: 0 ||
Username: saravana.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.137 | Public IP: 157.50.207.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:10 IST Fri Jun 19 2020 | Duration: 10h:09m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 183052605 | Bytes Rx: 107256374 | IP Addr: 10.149.234.137 | Public IP: 157.50.207.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:10 IST Fri Jun 19 2020 | Duration: 10h:09m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 183052605 | Bytes Rx: 107256374 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178918 | Audit Session ID: 0a95072b2bae60005eec218e | Security Group Tag: none | EasyVPN: 0 |Session ID: 178918 | Audit Session ID: 0a95072b2bae60005eec218e | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.151 | Public IP: 103.41.90.25 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:56:50 IST Fri Jun 19 2020 | Duration: 10h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 4156422897 | Bytes Rx: 327735228 | IP Addr: 10.149.235.151 | Public IP: 103.41.90.25 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:56:50 IST Fri Jun 19 2020 | Duration: 10h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 4156422897 | Bytes Rx: 327735228 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 178921 | Audit Session ID: 0a95072b2bae90005eec226a | Security Group Tag: none | EasyVPN: 0 |Session ID: 178921 | Audit Session ID: 0a95072b2bae90005eec226a | Security Group Tag: none | EasyVPN: 0 ||
