sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: danand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.227 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:06 IST Fri Jun 19 2020 | Duration: 4d 19h:56m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1928001912 | Bytes Rx: 1366867727 | IP Addr: 10.147.96.227 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:06 IST Fri Jun 19 2020 | Duration: 4d 19h:56m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 1928001912 | Bytes Rx: 1366867727 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39831 | Audit Session ID: 0a96cf6909b970005eec8706 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39831 | Audit Session ID: 0a96cf6909b970005eec8706 | Security Group Tag: none | EasyVPN: 0 ||
Username: vdubay | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.228 | Public IP: 115.114.148.6 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:15:23 IST Sat Jun 20 2020 | Duration: 3d 20h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 562296509 | Bytes Rx: 4930119591 | IP Addr: 10.150.237.228 | Public IP: 115.114.148.6 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:15:23 IST Sat Jun 20 2020 | Duration: 3d 20h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 562296509 | Bytes Rx: 4930119591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43753 | Audit Session ID: 0a96cf690aae90005eedcca3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43753 | Audit Session ID: 0a96cf690aae90005eedcca3 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.229 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:11 IST Mon Jun 22 2020 | Duration: 2d 4h:08m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1813815919 | Bytes Rx: 1025285686 | IP Addr: 10.150.237.229 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:11 IST Mon Jun 22 2020 | Duration: 2d 4h:08m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1813815919 | Bytes Rx: 1025285686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 46960 | Audit Session ID: 0a96cf690b7700005ef0083b | Security Group Tag: none | EasyVPN: 0 |Session ID: 46960 | Audit Session ID: 0a96cf690b7700005ef0083b | Security Group Tag: none | EasyVPN: 0 ||
Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.173 | Public IP: 219.91.248.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 2d 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 2316835158 | Bytes Rx: 1005796373 | IP Addr: 10.150.244.173 | Public IP: 219.91.248.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 2d 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 2316835158 | Bytes Rx: 1005796373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakesoni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.97.73 | Public IP: 103.85.10.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:46 IST Mon Jun 22 2020 | Duration: 1d 19h:55m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 995526439 | Bytes Rx: 245176689 | IP Addr: 10.147.97.73 | Public IP: 103.85.10.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:06:46 IST Mon Jun 22 2020 | Duration: 1d 19h:55m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 995526439 | Bytes Rx: 245176689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 49489 | Audit Session ID: 0a96cf690c1510005ef07bae | Security Group Tag: none | EasyVPN: 0 |Session ID: 49489 | Audit Session ID: 0a96cf690c1510005ef07bae | Security Group Tag: none | EasyVPN: 0 ||
Username: devpawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.205 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:59:51 IST Mon Jun 22 2020 | Duration: 1d 11h:02m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2140607710 | Bytes Rx: 315156215 | IP Addr: 10.150.236.205 | Public IP: 103.208.74.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:59:51 IST Mon Jun 22 2020 | Duration: 1d 11h:02m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 2140607710 | Bytes Rx: 315156215 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 50946 | Audit Session ID: 0a96cf690c7020005ef0f89f | Security Group Tag: none | EasyVPN: 0 |Session ID: 50946 | Audit Session ID: 0a96cf690c7020005ef0f89f | Security Group Tag: none | EasyVPN: 0 ||
Username: rahulmar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.121 | Public IP: 103.26.57.211 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:39 IST Tue Jun 23 2020 | Duration: 1d 0h:51m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3965107925 | Bytes Rx: 203278136 | IP Addr: 10.150.236.121 | Public IP: 103.26.57.211 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:10:39 IST Tue Jun 23 2020 | Duration: 1d 0h:51m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 3965107925 | Bytes Rx: 203278136 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 51982 | Audit Session ID: 0a96cf690cb0e0005ef187c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 51982 | Audit Session ID: 0a96cf690cb0e0005ef187c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Neerajkg | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.97.103 | Public IP: 122.169.69.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:22 IST Tue Jun 23 2020 | Duration: 23h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1299635727 | Bytes Rx: 276574573 | IP Addr: 10.147.97.103 | Public IP: 122.169.69.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:22 IST Tue Jun 23 2020 | Duration: 23h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1299635727 | Bytes Rx: 276574573 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52536 | Audit Session ID: 0a96cf690cd380005ef19f9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 52536 | Audit Session ID: 0a96cf690cd380005ef19f9e | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.97.141 | Public IP: 122.177.26.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:39:42 IST Tue Jun 23 2020 | Duration: 22h:22m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 275132776 | Bytes Rx: 66876766 | IP Addr: 10.147.97.141 | Public IP: 122.177.26.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:39:42 IST Tue Jun 23 2020 | Duration: 22h:22m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 275132776 | Bytes Rx: 66876766 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 52720 | Audit Session ID: 0a96cf690cdf00005ef1aab6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 52720 | Audit Session ID: 0a96cf690cdf00005ef1aab6 | Security Group Tag: none | EasyVPN: 0 ||
Username: vineet.pathak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.152 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:21:45 IST Tue Jun 23 2020 | Duration: 16h:40m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 491975257 | Bytes Rx: 170468117 | IP Addr: 10.150.237.152 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:21:45 IST Tue Jun 23 2020 | Duration: 16h:40m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 491975257 | Bytes Rx: 170468117 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54186 | Audit Session ID: 0a96cf690d3aa0005ef1fae1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 54186 | Audit Session ID: 0a96cf690d3aa0005ef1fae1 | Security Group Tag: none | EasyVPN: 0 ||
Username: lkurra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.61 | Public IP: 49.207.126.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:52:07 IST Tue Jun 23 2020 | Duration: 16h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 346544420 | Bytes Rx: 105678190 | IP Addr: 10.150.237.61 | Public IP: 49.207.126.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:52:07 IST Tue Jun 23 2020 | Duration: 16h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 346544420 | Bytes Rx: 105678190 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54288 | Audit Session ID: 0a96cf690d4100005ef201ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 54288 | Audit Session ID: 0a96cf690d4100005ef201ff | Security Group Tag: none | EasyVPN: 0 ||
