sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.175 | Public IP: 182.57.174.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 3d 3h:27m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 4484422801 | Bytes Rx: 1319670520 | IP Addr: 10.147.96.175 | Public IP: 182.57.174.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:33:22 IST Mon Jun 15 2020 | Duration: 3d 3h:27m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 4484422801 | Bytes Rx: 1319670520 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 |Session ID: 24910 | Audit Session ID: 0a96cf690614e0005ee7395a | Security Group Tag: none | EasyVPN: 0 ||
Username: aviral.bansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 2d 7h:46m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 2112288869 | Bytes Rx: 4799996244 | IP Addr: 10.150.237.182 | Public IP: 111.125.228.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Tue Jun 16 2020 | Duration: 2d 7h:46m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 2112288869 | Bytes Rx: 4799996244 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 27280 | Audit Session ID: 0a96cf6906a900005ee84df1 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 1d 6h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 899746282 | Bytes Rx: 247016869 | IP Addr: 10.150.244.148 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:48 IST Wed Jun 17 2020 | Duration: 1d 6h:42m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 899746282 | Bytes Rx: 247016869 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31471 | Audit Session ID: 0a96cf6907aef0005ee9ae84 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashishah | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 1d 5h:15m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 444897235 | Bytes Rx: 132974135 | IP Addr: 10.147.96.228 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:45 IST Wed Jun 17 2020 | Duration: 1d 5h:15m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 444897235 | Bytes Rx: 132974135 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31831 | Audit Session ID: 0a96cf6907c570005ee9c2e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vandana.mehra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 4h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 382631553 | Bytes Rx: 225035380 | IP Addr: 10.147.96.222 | Public IP: 122.177.172.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:09:49 IST Wed Jun 17 2020 | Duration: 1d 4h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 382631553 | Bytes Rx: 225035380 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 31919 | Audit Session ID: 0a96cf6907caf0005ee9c8c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhassh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 1d 4h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 708554107 | Bytes Rx: 193519237 | IP Addr: 10.150.244.190 | Public IP: 122.170.43.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:11 IST Wed Jun 17 2020 | Duration: 1d 4h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 708554107 | Bytes Rx: 193519237 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 |Session ID: 31973 | Audit Session ID: 0a96cf6907ce50005ee9cbab | Security Group Tag: none | EasyVPN: 0 ||
Username: sunaredi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 22h:14m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1759466945 | Bytes Rx: 486229278 | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 22h:14m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1759466945 | Bytes Rx: 486229278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 ||
Username: ankuskat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.144 | Public IP: 157.33.162.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:50 IST Thu Jun 18 2020 | Duration: 11h:21m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1677414021 | Bytes Rx: 290581597 | IP Addr: 10.150.236.144 | Public IP: 157.33.162.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:50 IST Thu Jun 18 2020 | Duration: 11h:21m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1677414021 | Bytes Rx: 290581597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33990 | Audit Session ID: 0a96cf69084c60005eeabea2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33990 | Audit Session ID: 0a96cf69084c60005eeabea2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramkumar.v | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.123 | Public IP: 106.193.232.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:09 IST Thu Jun 18 2020 | Duration: 11h:08m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 985406232 | Bytes Rx: 1470378921 | IP Addr: 10.150.237.123 | Public IP: 106.193.232.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:09 IST Thu Jun 18 2020 | Duration: 11h:08m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 985406232 | Bytes Rx: 1470378921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 34017 | Audit Session ID: 0a96cf69084e10005eeac1c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 34017 | Audit Session ID: 0a96cf69084e10005eeac1c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmukadam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.124 | Public IP: 45.113.249.15 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:52:15 IST Thu Jun 18 2020 | Duration: 11h:08m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 491703859 | Bytes Rx: 487139320 | IP Addr: 10.150.237.124 | Public IP: 45.113.249.15 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:52:15 IST Thu Jun 18 2020 | Duration: 11h:08m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 491703859 | Bytes Rx: 487139320 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 34018 | Audit Session ID: 0a96cf69084e20005eeac1c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 34018 | Audit Session ID: 0a96cf69084e20005eeac1c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sganjale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC1 | IP Addr: 10.150.245.254 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:18 IST Thu Jun 18 2020 | Duration: 10h:59m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1778011880 | Bytes Rx: 864761321 | IP Addr: 10.150.245.254 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:18 IST Thu Jun 18 2020 | Duration: 10h:59m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1778011880 | Bytes Rx: 864761321 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 34033 | Audit Session ID: 0a96cf69084f10005eeac3e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 34033 | Audit Session ID: 0a96cf69084f10005eeac3e6 | Security Group Tag: none | EasyVPN: 0 ||
