sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 6d 13h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1587927100 | Bytes Rx: 949661086 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 6d 13h:59m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1587927100 | Bytes Rx: 949661086 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 9h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 9502468498 | Bytes Rx: 1712792879 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 4d 9h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 9502468498 | Bytes Rx: 1712792879 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 2d 10h:54m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 2667703539 | Bytes Rx: 1497503296 | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 2d 10h:54m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 2667703539 | Bytes Rx: 1497503296 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 |Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 2d 0h:08m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 58652983137 | Bytes Rx: 2924287424 | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 2d 0h:08m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 58652983137 | Bytes Rx: 2924287424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 1d 21h:50m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 2035390728 | Bytes Rx: 421814906 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 1d 21h:50m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 2035390728 | Bytes Rx: 421814906 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: vasukris | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.217 | Public IP: 49.37.198.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:25 IST Thu Jun 25 2020 | Duration: 20h:46m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 509775087 | Bytes Rx: 159869315 | IP Addr: 10.149.234.217 | Public IP: 49.37.198.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:25 IST Thu Jun 25 2020 | Duration: 20h:46m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 509775087 | Bytes Rx: 159869315 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 191744 | Audit Session ID: 0a95072b2ed000005ef44139 | Security Group Tag: none | EasyVPN: 0 |Session ID: 191744 | Audit Session ID: 0a95072b2ed000005ef44139 | Security Group Tag: none | EasyVPN: 0 ||
Username: salsonaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.112 | Public IP: 103.208.71.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:37:08 IST Thu Jun 25 2020 | Duration: 11h:56m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 679594938 | Bytes Rx: 233998429 | IP Addr: 10.149.235.112 | Public IP: 103.208.71.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:37:08 IST Thu Jun 25 2020 | Duration: 11h:56m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 679594938 | Bytes Rx: 233998429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193166 | Audit Session ID: 0a95072b2f28e0005ef4bd9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 193166 | Audit Session ID: 0a95072b2f28e0005ef4bd9c | Security Group Tag: none | EasyVPN: 0 ||
Username: fazulurr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.202 | Public IP: 117.219.202.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:35:17 IST Thu Jun 25 2020 | Duration: 10h:58m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 4602798070 | Bytes Rx: 1946097526 | IP Addr: 10.149.235.202 | Public IP: 117.219.202.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:35:17 IST Thu Jun 25 2020 | Duration: 10h:58m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 4602798070 | Bytes Rx: 1946097526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193244 | Audit Session ID: 0a95072b2f2dc0005ef4cb3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 193244 | Audit Session ID: 0a95072b2f2dc0005ef4cb3d | Security Group Tag: none | EasyVPN: 0 ||
Username: pkawatka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.96 | Public IP: 112.133.251.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:06:01 IST Fri Jun 26 2020 | Duration: 6h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 517577529 | Bytes Rx: 162450443 | IP Addr: 10.149.235.96 | Public IP: 112.133.251.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:06:01 IST Fri Jun 26 2020 | Duration: 6h:27m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 517577529 | Bytes Rx: 162450443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193394 | Audit Session ID: 0a95072b2f3720005ef50ab1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193394 | Audit Session ID: 0a95072b2f3720005ef50ab1 | Security Group Tag: none | EasyVPN: 0 ||
Username: AntonyP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.44 | Public IP: 117.197.189.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:23:42 IST Fri Jun 26 2020 | Duration: 6h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 4128807664 | Bytes Rx: 586449457 | IP Addr: 10.149.235.44 | Public IP: 117.197.189.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:23:42 IST Fri Jun 26 2020 | Duration: 6h:09m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 4128807664 | Bytes Rx: 586449457 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193398 | Audit Session ID: 0a95072b2f3760005ef50ed6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193398 | Audit Session ID: 0a95072b2f3760005ef50ed6 | Security Group Tag: none | EasyVPN: 0 ||
Username: Navselva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.216 | Public IP: 27.7.78.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:58:20 IST Fri Jun 26 2020 | Duration: 4h:35m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 512246654 | Bytes Rx: 236431778 | IP Addr: 10.149.234.216 | Public IP: 27.7.78.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:58:20 IST Fri Jun 26 2020 | Duration: 4h:35m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 512246654 | Bytes Rx: 236431778 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193406 | Audit Session ID: 0a95072b2f37e0005ef52504 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193406 | Audit Session ID: 0a95072b2f37e0005ef52504 | Security Group Tag: none | EasyVPN: 0 ||
Username: mraaj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.148 | Public IP: 115.97.41.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:06:18 IST Fri Jun 26 2020 | Duration: 3h:27m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 407237352 | Bytes Rx: 76408797 | IP Addr: 10.149.234.148 | Public IP: 115.97.41.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:06:18 IST Fri Jun 26 2020 | Duration: 3h:27m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 407237352 | Bytes Rx: 76408797 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 193414 | Audit Session ID: 0a95072b2f3860005ef534f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 193414 | Audit Session ID: 0a95072b2f3860005ef534f2 | Security Group Tag: none | EasyVPN: 0 ||
