sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 19h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1863082146 | Bytes Rx: 761346896 | IP Addr: 10.149.234.126 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:50:05 IST Tue Jun 9 2020 | Duration: 3d 19h:10m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 1863082146 | Bytes Rx: 761346896 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158216 | Audit Session ID: 0a95072b26a080005edf1c05 | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 23h:02m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 691783209 | Bytes Rx: 358594601 | IP Addr: 10.149.235.78 | Public IP: 157.50.173.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:24 IST Fri Jun 12 2020 | Duration: 23h:02m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 691783209 | Bytes Rx: 358594601 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 164831 | Audit Session ID: 0a95072b283df0005ee2d9fc | Security Group Tag: none | EasyVPN: 0 ||
Username: arunpran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 14h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 787703280 | Bytes Rx: 785458275 | IP Addr: 10.149.242.61 | Public IP: 183.83.152.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:50:11 IST Fri Jun 12 2020 | Duration: 14h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 787703280 | Bytes Rx: 785458275 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 |Session ID: 166385 | Audit Session ID: 0a95072b289f10005ee356db | Security Group Tag: none | EasyVPN: 0 ||
Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 12h:59m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 294591006 | Bytes Rx: 268910276 | IP Addr: 10.149.235.250 | Public IP: 27.5.254.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:00:40 IST Fri Jun 12 2020 | Duration: 12h:59m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 294591006 | Bytes Rx: 268910276 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166521 | Audit Session ID: 0a95072b28a790005ee36760 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhaiMane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.44 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:04:02 IST Fri Jun 12 2020 | Duration: 8h:56m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 552449930 | Bytes Rx: 98020646 | IP Addr: 10.149.234.44 | Public IP: 106.193.153.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:04:02 IST Fri Jun 12 2020 | Duration: 8h:56m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 552449930 | Bytes Rx: 98020646 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166891 | Audit Session ID: 0a95072b28beb0005ee3a06a | Security Group Tag: none | EasyVPN: 0 |Session ID: 166891 | Audit Session ID: 0a95072b28beb0005ee3a06a | Security Group Tag: none | EasyVPN: 0 ||
Username: kvadivel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.138 | Public IP: 42.111.130.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:47:40 IST Fri Jun 12 2020 | Duration: 8h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 424504688 | Bytes Rx: 101009738 | IP Addr: 10.149.235.138 | Public IP: 42.111.130.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:47:40 IST Fri Jun 12 2020 | Duration: 8h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 424504688 | Bytes Rx: 101009738 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166928 | Audit Session ID: 0a95072b28c100005ee3aaa4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166928 | Audit Session ID: 0a95072b28c100005ee3aaa4 | Security Group Tag: none | EasyVPN: 0 ||
Username: suselang | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.235.193 | Public IP: 157.51.73.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:01:54 IST Fri Jun 12 2020 | Duration: 7h:58m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 239583790 | Bytes Rx: 138313723 | IP Addr: 10.149.235.193 | Public IP: 157.51.73.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:01:54 IST Fri Jun 12 2020 | Duration: 7h:58m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 239583790 | Bytes Rx: 138313723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166953 | Audit Session ID: 0a95072b28c290005ee3adfa | Security Group Tag: none | EasyVPN: 0 |Session ID: 166953 | Audit Session ID: 0a95072b28c290005ee3adfa | Security Group Tag: none | EasyVPN: 0 ||
Username: rsubbura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.123 | Public IP: 115.97.46.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:07:49 IST Fri Jun 12 2020 | Duration: 7h:52m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1767994197 | Bytes Rx: 125610609 | IP Addr: 10.149.235.123 | Public IP: 115.97.46.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:07:49 IST Fri Jun 12 2020 | Duration: 7h:52m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1767994197 | Bytes Rx: 125610609 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166960 | Audit Session ID: 0a95072b28c300005ee3af5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 166960 | Audit Session ID: 0a95072b28c300005ee3af5d | Security Group Tag: none | EasyVPN: 0 ||
Username: prabksin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.7 | Public IP: 27.97.132.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:36 IST Fri Jun 12 2020 | Duration: 7h:45m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 678923994 | Bytes Rx: 154973596 | IP Addr: 10.149.235.7 | Public IP: 27.97.132.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:36 IST Fri Jun 12 2020 | Duration: 7h:45m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 678923994 | Bytes Rx: 154973596 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166966 | Audit Session ID: 0a95072b28c360005ee3b0f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166966 | Audit Session ID: 0a95072b28c360005ee3b0f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: KAkula | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.52 | Public IP: 157.47.76.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:17:37 IST Fri Jun 12 2020 | Duration: 7h:42m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2470145532 | Bytes Rx: 288976287 | IP Addr: 10.149.235.52 | Public IP: 157.47.76.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:17:37 IST Fri Jun 12 2020 | Duration: 7h:42m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 2470145532 | Bytes Rx: 288976287 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166972 | Audit Session ID: 0a95072b28c3c0005ee3b1a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 166972 | Audit Session ID: 0a95072b28c3c0005ee3b1a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: bamohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.158 | Public IP: 49.207.201.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:20:20 IST Fri Jun 12 2020 | Duration: 7h:40m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 507238981 | Bytes Rx: 336584795 | IP Addr: 10.149.234.158 | Public IP: 49.207.201.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:20:20 IST Fri Jun 12 2020 | Duration: 7h:40m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 507238981 | Bytes Rx: 336584795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 166973 | Audit Session ID: 0a95072b28c3d0005ee3b24c | Security Group Tag: none | EasyVPN: 0 |Session ID: 166973 | Audit Session ID: 0a95072b28c3d0005ee3b24c | Security Group Tag: none | EasyVPN: 0 ||
