sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 23h:34m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2326055973 | Bytes Rx: 511257318 | IP Addr: 10.149.232.199 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:08 IST Tue Jun 16 2020 | Duration: 1d 23h:34m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 2326055973 | Bytes Rx: 511257318 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153997 | Audit Session ID: 0a95072a2598d0005ee82dc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 21h:19m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 3403051688 | Bytes Rx: 1748204136 | IP Addr: 10.149.233.222 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:26 IST Tue Jun 16 2020 | Duration: 1d 21h:19m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 3403051688 | Bytes Rx: 1748204136 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 154345 | Audit Session ID: 0a95072a25ae90005ee84d3a | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 1d 10h:00m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 24166836960 | Bytes Rx: 1242917879 | IP Addr: 10.149.232.154 | Public IP: 49.37.200.250 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 1d 10h:00m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 24166836960 | Bytes Rx: 1242917879 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: Vmuthu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:54 IST Wed Jun 17 2020 | Duration: 21h:29m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 461109464 | Bytes Rx: 424060669 | IP Addr: 10.149.233.198 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:00:54 IST Wed Jun 17 2020 | Duration: 21h:29m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 461109464 | Bytes Rx: 424060669 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156498 | Audit Session ID: 0a95072a263520005ee99c7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 156498 | Audit Session ID: 0a95072a263520005ee99c7e | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.56 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:59:22 IST Wed Jun 17 2020 | Duration: 20h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1437295716 | Bytes Rx: 327049720 | IP Addr: 10.149.232.56 | Public IP: 106.201.133.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:59:22 IST Wed Jun 17 2020 | Duration: 20h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 1437295716 | Bytes Rx: 327049720 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156730 | Audit Session ID: 0a95072a2643a0005ee9aa32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 156730 | Audit Session ID: 0a95072a2643a0005ee9aa32 | Security Group Tag: none | EasyVPN: 0 ||
Username: athomas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.87 | Public IP: 115.97.232.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:02:35 IST Wed Jun 17 2020 | Duration: 12h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1214805104 | Bytes Rx: 299504002 | IP Addr: 10.149.232.87 | Public IP: 115.97.232.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:02:35 IST Wed Jun 17 2020 | Duration: 12h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1214805104 | Bytes Rx: 299504002 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158106 | Audit Session ID: 0a95072a2699a0005eea1b73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158106 | Audit Session ID: 0a95072a2699a0005eea1b73 | Security Group Tag: none | EasyVPN: 0 ||
Username: anb.rao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 183.83.226.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:07:10 IST Wed Jun 17 2020 | Duration: 11h:23m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1699602334 | Bytes Rx: 867866941 | IP Addr: 10.149.233.211 | Public IP: 183.83.226.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:07:10 IST Wed Jun 17 2020 | Duration: 11h:23m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 1699602334 | Bytes Rx: 867866941 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158181 | Audit Session ID: 0a95072a269e50005eea2a96 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158181 | Audit Session ID: 0a95072a269e50005eea2a96 | Security Group Tag: none | EasyVPN: 0 ||
Username: jmali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.250 | Public IP: 106.210.218.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:46:03 IST Wed Jun 17 2020 | Duration: 10h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 892404786 | Bytes Rx: 149136172 | IP Addr: 10.149.233.250 | Public IP: 106.210.218.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:46:03 IST Wed Jun 17 2020 | Duration: 10h:44m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 892404786 | Bytes Rx: 149136172 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158230 | Audit Session ID: 0a95072a26a160005eea33b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158230 | Audit Session ID: 0a95072a26a160005eea33b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: salsonaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.163 | Public IP: 103.195.202.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:03:24 IST Wed Jun 17 2020 | Duration: 10h:26m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1061815725 | Bytes Rx: 351543270 | IP Addr: 10.149.232.163 | Public IP: 103.195.202.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:03:24 IST Wed Jun 17 2020 | Duration: 10h:26m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 1061815725 | Bytes Rx: 351543270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158242 | Audit Session ID: 0a95072a26a220005eea37c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158242 | Audit Session ID: 0a95072a26a220005eea37c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkawatka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.144 | Public IP: 112.133.251.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:13:24 IST Wed Jun 17 2020 | Duration: 10h:16m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 871218542 | Bytes Rx: 198681381 | IP Addr: 10.149.232.144 | Public IP: 112.133.251.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:13:24 IST Wed Jun 17 2020 | Duration: 10h:16m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 871218542 | Bytes Rx: 198681381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158254 | Audit Session ID: 0a95072a26a2e0005eea3a1c | Security Group Tag: none | EasyVPN: 0 |Session ID: 158254 | Audit Session ID: 0a95072a26a2e0005eea3a1c | Security Group Tag: none | EasyVPN: 0 ||
Username: akshgopi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC4 | IP Addr: 10.149.248.100 | Public IP: 157.50.147.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:30:56 IST Wed Jun 17 2020 | Duration: 9h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1546320382 | Bytes Rx: 486371660 | IP Addr: 10.149.248.100 | Public IP: 157.50.147.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:30:56 IST Wed Jun 17 2020 | Duration: 9h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 1546320382 | Bytes Rx: 486371660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 158273 | Audit Session ID: 0a95072a26a410005eea3e38 | Security Group Tag: none | EasyVPN: 0 |Session ID: 158273 | Audit Session ID: 0a95072a26a410005eea3e38 | Security Group Tag: none | EasyVPN: 0 ||
