sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: craghura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 0h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 178358057 | Bytes Rx: 53696304 | IP Addr: 10.149.233.117 | Public IP: 223.226.109.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:39 IST Mon Jun 15 2020 | Duration: 1d 0h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 178358057 | Bytes Rx: 53696304 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 152229 | Audit Session ID: 0a95072a252a50005ee70d1f | Security Group Tag: none | EasyVPN: 0 ||
Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 49.207.143.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:22 IST Mon Jun 15 2020 | Duration: 23h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 631503733 | Bytes Rx: 379691231 | IP Addr: 10.149.233.182 | Public IP: 49.207.143.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:22 IST Mon Jun 15 2020 | Duration: 23h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 631503733 | Bytes Rx: 379691231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152444 | Audit Session ID: 0a95072a2537c0005ee71a2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 152444 | Audit Session ID: 0a95072a2537c0005ee71a2e | Security Group Tag: none | EasyVPN: 0 ||
Username: dharmaur | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 14h:44m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 427042621 | Bytes Rx: 165660432 | IP Addr: 10.149.232.166 | Public IP: 43.231.58.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:15:29 IST Mon Jun 15 2020 | Duration: 14h:44m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 427042621 | Bytes Rx: 165660432 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153807 | Audit Session ID: 0a95072a258cf0005ee79799 | Security Group Tag: none | EasyVPN: 0 ||
Username: TeMamidi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.170 | Public IP: 124.123.178.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:36 IST Tue Jun 16 2020 | Duration: 5h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 138128746 | Bytes Rx: 102374676 | IP Addr: 10.149.233.170 | Public IP: 124.123.178.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:36 IST Tue Jun 16 2020 | Duration: 5h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 138128746 | Bytes Rx: 102374676 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153945 | Audit Session ID: 0a95072a259590005ee81414 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153945 | Audit Session ID: 0a95072a259590005ee81414 | Security Group Tag: none | EasyVPN: 0 ||
Username: garumuga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.237 | Public IP: 115.97.1.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:52 IST Tue Jun 16 2020 | Duration: 5h:27m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 679896348 | Bytes Rx: 135097424 | IP Addr: 10.149.233.237 | Public IP: 115.97.1.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:52 IST Tue Jun 16 2020 | Duration: 5h:27m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 679896348 | Bytes Rx: 135097424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153947 | Audit Session ID: 0a95072a2595b0005ee81a3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 153947 | Audit Session ID: 0a95072a2595b0005ee81a3c | Security Group Tag: none | EasyVPN: 0 ||
Username: RAnandan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 157.50.183.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:34 IST Tue Jun 16 2020 | Duration: 5h:25m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 60350288 | Bytes Rx: 57688201 | IP Addr: 10.149.233.238 | Public IP: 157.50.183.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:34:34 IST Tue Jun 16 2020 | Duration: 5h:25m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 60350288 | Bytes Rx: 57688201 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153948 | Audit Session ID: 0a95072a2595c0005ee81aa2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153948 | Audit Session ID: 0a95072a2595c0005ee81aa2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ganeshrv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:54 IST Tue Jun 16 2020 | Duration: 5h:21m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 501271994 | Bytes Rx: 303438260 | IP Addr: 10.149.233.239 | Public IP: 171.76.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:38:54 IST Tue Jun 16 2020 | Duration: 5h:21m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 501271994 | Bytes Rx: 303438260 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153949 | Audit Session ID: 0a95072a2595d0005ee81ba6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153949 | Audit Session ID: 0a95072a2595d0005ee81ba6 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.196 | Public IP: 106.193.184.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:17 IST Tue Jun 16 2020 | Duration: 5h:16m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 862632851 | Bytes Rx: 168889277 | IP Addr: 10.149.232.196 | Public IP: 106.193.184.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:17 IST Tue Jun 16 2020 | Duration: 5h:16m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 862632851 | Bytes Rx: 168889277 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153954 | Audit Session ID: 0a95072a259620005ee81ce9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153954 | Audit Session ID: 0a95072a259620005ee81ce9 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.214 | Public IP: 157.33.190.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:15 IST Tue Jun 16 2020 | Duration: 5h:07m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 153325795 | Bytes Rx: 58143130 | IP Addr: 10.149.232.214 | Public IP: 157.33.190.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:15 IST Tue Jun 16 2020 | Duration: 5h:07m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 153325795 | Bytes Rx: 58143130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153960 | Audit Session ID: 0a95072a259680005ee81f03 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153960 | Audit Session ID: 0a95072a259680005ee81f03 | Security Group Tag: none | EasyVPN: 0 ||
Username: RMalamel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.215 | Public IP: 111.92.74.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:22 IST Tue Jun 16 2020 | Duration: 5h:07m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 352905105 | Bytes Rx: 99780147 | IP Addr: 10.149.232.215 | Public IP: 111.92.74.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:22 IST Tue Jun 16 2020 | Duration: 5h:07m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 352905105 | Bytes Rx: 99780147 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153961 | Audit Session ID: 0a95072a259690005ee81f0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 153961 | Audit Session ID: 0a95072a259690005ee81f0a | Security Group Tag: none | EasyVPN: 0 ||
Username: askamara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.216 | Public IP: 27.5.217.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:08 IST Tue Jun 16 2020 | Duration: 5h:06m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 465024442 | Bytes Rx: 118763411 | IP Addr: 10.149.232.216 | Public IP: 27.5.217.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:08 IST Tue Jun 16 2020 | Duration: 5h:06m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 465024442 | Bytes Rx: 118763411 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 153962 | Audit Session ID: 0a95072a2596a0005ee81f38 | Security Group Tag: none | EasyVPN: 0 |Session ID: 153962 | Audit Session ID: 0a95072a2596a0005ee81f38 | Security Group Tag: none | EasyVPN: 0 ||
