sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: shrikesh.pawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 12h:47m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 5852997011 | Bytes Rx: 1195295993 | IP Addr: 10.150.237.58 | Public IP: 182.57.231.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:14:44 IST Tue Jun 23 2020 | Duration: 2d 12h:47m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 5852997011 | Bytes Rx: 1195295993 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 |Session ID: 54783 | Audit Session ID: 0a96cf690d5ff0005ef2317c | Security Group Tag: none | EasyVPN: 0 ||
Username: NShikhar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.46 | Public IP: 103.110.254.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:44 IST Thu Jun 25 2020 | Duration: 1d 4h:00m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1410247468 | Bytes Rx: 184781112 | IP Addr: 10.150.237.46 | Public IP: 103.110.254.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:44 IST Thu Jun 25 2020 | Duration: 1d 4h:00m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1410247468 | Bytes Rx: 184781112 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 59072 | Audit Session ID: 0a96cf690e6c00005ef3fe80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 59072 | Audit Session ID: 0a96cf690e6c00005ef3fe80 | Security Group Tag: none | EasyVPN: 0 ||
Username: AksNapte | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.33 | Public IP: 103.127.164.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:12:46 IST Thu Jun 25 2020 | Duration: 23h:49m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 257443169 | Bytes Rx: 92728261 | IP Addr: 10.150.237.33 | Public IP: 103.127.164.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:12:46 IST Thu Jun 25 2020 | Duration: 23h:49m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 257443169 | Bytes Rx: 92728261 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60197 | Audit Session ID: 0a96cf690eb250005ef43956 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60197 | Audit Session ID: 0a96cf690eb250005ef43956 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkaurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.251 | Public IP: 122.167.29.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:06:29 IST Thu Jun 25 2020 | Duration: 17h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258169198 | Bytes Rx: 301500576 | IP Addr: 10.150.244.251 | Public IP: 122.167.29.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:06:29 IST Thu Jun 25 2020 | Duration: 17h:56m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 258169198 | Bytes Rx: 301500576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 61743 | Audit Session ID: 0a96cf690f12f0005ef48c3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 61743 | Audit Session ID: 0a96cf690f12f0005ef48c3d | Security Group Tag: none | EasyVPN: 0 ||
Username: danand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 16h:13m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 276241113 | Bytes Rx: 344630011 | IP Addr: 10.150.236.212 | Public IP: 182.68.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:48:44 IST Thu Jun 25 2020 | Duration: 16h:13m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 276241113 | Bytes Rx: 344630011 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62090 | Audit Session ID: 0a96cf690f28a0005ef4a434 | Security Group Tag: none | EasyVPN: 0 ||
Username: PushkSon | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.109 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:48:58 IST Thu Jun 25 2020 | Duration: 14h:13m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 4298996900 | Bytes Rx: 336229573 | IP Addr: 10.150.237.109 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:48:58 IST Thu Jun 25 2020 | Duration: 14h:13m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 4298996900 | Bytes Rx: 336229573 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62391 | Audit Session ID: 0a96cf690f3b70005ef4c062 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62391 | Audit Session ID: 0a96cf690f3b70005ef4c062 | Security Group Tag: none | EasyVPN: 0 ||
Username: lchidura | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.53 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:25:50 IST Thu Jun 25 2020 | Duration: 13h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 96838269 | Bytes Rx: 23544449 | IP Addr: 10.150.236.53 | Public IP: 45.117.65.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:25:50 IST Thu Jun 25 2020 | Duration: 13h:36m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 96838269 | Bytes Rx: 23544449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62476 | Audit Session ID: 0a96cf690f40c0005ef4c906 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62476 | Audit Session ID: 0a96cf690f40c0005ef4c906 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgusain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.32 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:23:14 IST Thu Jun 25 2020 | Duration: 12h:39m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 163362020 | Bytes Rx: 82879105 | IP Addr: 10.150.236.32 | Public IP: 122.169.90.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:23:14 IST Thu Jun 25 2020 | Duration: 12h:39m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 163362020 | Bytes Rx: 82879105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62608 | Audit Session ID: 0a96cf690f4900005ef4d67a | Security Group Tag: none | EasyVPN: 0 |Session ID: 62608 | Audit Session ID: 0a96cf690f4900005ef4d67a | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.180 | Public IP: 103.141.116.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 6h:11m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 148587785 | Bytes Rx: 271605901 | IP Addr: 10.150.237.180 | Public IP: 103.141.116.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:51:26 IST Fri Jun 26 2020 | Duration: 6h:11m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 148587785 | Bytes Rx: 271605901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62928 | Audit Session ID: 0a96cf690f5d00005ef53176 | Security Group Tag: none | EasyVPN: 0 ||
Username: CKadekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.53 | Public IP: 103.220.80.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 5h:38m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 5736468861 | Bytes Rx: 700731501 | IP Addr: 10.150.237.53 | Public IP: 103.220.80.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:23:38 IST Fri Jun 26 2020 | Duration: 5h:38m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 5736468861 | Bytes Rx: 700731501 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 |Session ID: 62941 | Audit Session ID: 0a96cf690f5dd0005ef53902 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArchanaP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.179 | Public IP: 49.35.196.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:53:08 IST Fri Jun 26 2020 | Duration: 5h:09m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 949296112 | Bytes Rx: 108607566 | IP Addr: 10.150.237.179 | Public IP: 49.35.196.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:53:08 IST Fri Jun 26 2020 | Duration: 5h:09m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 949296112 | Bytes Rx: 108607566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 62959 | Audit Session ID: 0a96cf690f5ef0005ef53fec | Security Group Tag: none | EasyVPN: 0 |Session ID: 62959 | Audit Session ID: 0a96cf690f5ef0005ef53fec | Security Group Tag: none | EasyVPN: 0 ||
