sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 4d 13h:59m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 779977345 | Bytes Rx: 622957565 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 4d 13h:59m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 779977345 | Bytes Rx: 622957565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 2d 9h:44m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 4154321694 | Bytes Rx: 998035888 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 2d 9h:44m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 4154321694 | Bytes Rx: 998035888 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjay.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 1d 21h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2517205537 | Bytes Rx: 463654270 | IP Addr: 10.149.235.14 | Public IP: 103.241.226.252 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:56 IST Mon Jun 22 2020 | Duration: 1d 21h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2517205537 | Bytes Rx: 463654270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 |Session ID: 184072 | Audit Session ID: 0a95072b2cf080005ef04684 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivramal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.8 | Public IP: 162.216.141.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:25 IST Tue Jun 23 2020 | Duration: 20h:57m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 936330836 | Bytes Rx: 562421967 | IP Addr: 10.149.234.8 | Public IP: 162.216.141.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:25 IST Tue Jun 23 2020 | Duration: 20h:57m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 936330836 | Bytes Rx: 562421967 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 186741 | Audit Session ID: 0a95072b2d9750005ef19ba5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 186741 | Audit Session ID: 0a95072b2d9750005ef19ba5 | Security Group Tag: none | EasyVPN: 0 ||
Username: srganesa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.78 | Public IP: 117.207.25.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:23:02 IST Tue Jun 23 2020 | Duration: 19h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 351879661 | Bytes Rx: 84351484 | IP Addr: 10.149.242.78 | Public IP: 117.207.25.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:23:02 IST Tue Jun 23 2020 | Duration: 19h:10m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 351879661 | Bytes Rx: 84351484 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 187301 | Audit Session ID: 0a95072b2dba50005ef1b4de | Security Group Tag: none | EasyVPN: 0 |Session ID: 187301 | Audit Session ID: 0a95072b2dba50005ef1b4de | Security Group Tag: none | EasyVPN: 0 ||
Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.66 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:07 IST Tue Jun 23 2020 | Duration: 17h:31m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 46427592 | Bytes Rx: 139541742 | IP Addr: 10.149.235.66 | Public IP: 14.140.224.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:07 IST Tue Jun 23 2020 | Duration: 17h:31m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 46427592 | Bytes Rx: 139541742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 187625 | Audit Session ID: 0a95072b2dce90005ef1cc17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 187625 | Audit Session ID: 0a95072b2dce90005ef1cc17 | Security Group Tag: none | EasyVPN: 0 ||
Username: SGorain | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.104 | Public IP: 157.47.2.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:26 IST Tue Jun 23 2020 | Duration: 15h:04m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 320780539 | Bytes Rx: 188246291 | IP Addr: 10.149.242.104 | Public IP: 157.47.2.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:26 IST Tue Jun 23 2020 | Duration: 15h:04m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 320780539 | Bytes Rx: 188246291 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 187955 | Audit Session ID: 0a95072b2de330005ef1ee62 | Security Group Tag: none | EasyVPN: 0 |Session ID: 187955 | Audit Session ID: 0a95072b2de330005ef1ee62 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 10h:54m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 120114016 | Bytes Rx: 67746055 | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 10h:54m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 120114016 | Bytes Rx: 67746055 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 |Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 ||
Username: tkgangaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.17 | Public IP: 183.87.54.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:58:36 IST Tue Jun 23 2020 | Duration: 10h:34m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 93385492 | Bytes Rx: 61346683 | IP Addr: 10.149.235.17 | Public IP: 183.87.54.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:58:36 IST Tue Jun 23 2020 | Duration: 10h:34m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 93385492 | Bytes Rx: 61346683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188423 | Audit Session ID: 0a95072b2e0070005ef22db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188423 | Audit Session ID: 0a95072b2e0070005ef22db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AntonyP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.55 | Public IP: 117.197.188.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:06:30 IST Tue Jun 23 2020 | Duration: 10h:26m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 4812965614 | Bytes Rx: 558929098 | IP Addr: 10.149.234.55 | Public IP: 117.197.188.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:06:30 IST Tue Jun 23 2020 | Duration: 10h:26m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 4812965614 | Bytes Rx: 558929098 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188444 | Audit Session ID: 0a95072b2e01c0005ef22f8e | Security Group Tag: none | EasyVPN: 0 |Session ID: 188444 | Audit Session ID: 0a95072b2e01c0005ef22f8e | Security Group Tag: none | EasyVPN: 0 ||
Username: asoundar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.31 | Public IP: 223.182.247.135 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 22:08:07 IST Tue Jun 23 2020 | Duration: 10h:25m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1424532612 | Bytes Rx: 193936271 | IP Addr: 10.149.235.31 | Public IP: 223.182.247.135 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256 | Login Time: 22:08:07 IST Tue Jun 23 2020 | Duration: 10h:25m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 1424532612 | Bytes Rx: 193936271 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188446 | Audit Session ID: 0a95072b2e01e0005ef22fef | Security Group Tag: none | EasyVPN: 0 |Session ID: 188446 | Audit Session ID: 0a95072b2e01e0005ef22fef | Security Group Tag: none | EasyVPN: 0 ||
