sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 5d 11h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 966862275 | Bytes Rx: 739811882 | IP Addr: 10.149.234.173 | Public IP: 192.140.152.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:34:05 IST Fri Jun 19 2020 | Duration: 5d 11h:56m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 966862275 | Bytes Rx: 739811882 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 180942 | Audit Session ID: 0a95072b2c2ce0005eecb7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 3d 7h:41m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 8374082512 | Bytes Rx: 1375146401 | IP Addr: 10.149.235.43 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:49:17 IST Sun Jun 21 2020 | Duration: 3d 7h:41m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 8374082512 | Bytes Rx: 1375146401 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 183233 | Audit Session ID: 0a95072b2cbc10005eef9695 | Security Group Tag: none | EasyVPN: 0 ||
Username: summohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 1d 8h:51m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1695679238 | Bytes Rx: 649148085 | IP Addr: 10.149.234.150 | Public IP: 122.177.104.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:38:42 IST Tue Jun 23 2020 | Duration: 1d 8h:51m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1695679238 | Bytes Rx: 649148085 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 |Session ID: 188401 | Audit Session ID: 0a95072b2dff10005ef2290a | Security Group Tag: none | EasyVPN: 0 ||
Username: premraje | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.124 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:24 IST Wed Jun 24 2020 | Duration: 23h:16m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 119464044 | Bytes Rx: 134111439 | IP Addr: 10.149.234.124 | Public IP: 49.206.127.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:24 IST Wed Jun 24 2020 | Duration: 23h:16m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 119464044 | Bytes Rx: 134111439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188593 | Audit Session ID: 0a95072b2e0b10005ef2afbc | Security Group Tag: none | EasyVPN: 0 |Session ID: 188593 | Audit Session ID: 0a95072b2e0b10005ef2afbc | Security Group Tag: none | EasyVPN: 0 ||
Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 22h:04m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 28635167854 | Bytes Rx: 1558249001 | IP Addr: 10.149.234.62 | Public IP: 49.37.206.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:20 IST Wed Jun 24 2020 | Duration: 22h:04m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 28635167854 | Bytes Rx: 1558249001 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188663 | Audit Session ID: 0a95072b2e0f70005ef2c098 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvaiyapu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.109 | Public IP: 27.4.114.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:08 IST Wed Jun 24 2020 | Duration: 20h:47m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 846564948 | Bytes Rx: 321951002 | IP Addr: 10.149.234.109 | Public IP: 27.4.114.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:43:08 IST Wed Jun 24 2020 | Duration: 20h:47m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 846564948 | Bytes Rx: 321951002 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188819 | Audit Session ID: 0a95072b2e1930005ef2d2d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 188819 | Audit Session ID: 0a95072b2e1930005ef2d2d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gangab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.225 | Public IP: 122.174.187.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:40 IST Wed Jun 24 2020 | Duration: 20h:32m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 216331638 | Bytes Rx: 323169668 | IP Addr: 10.149.235.225 | Public IP: 122.174.187.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:40 IST Wed Jun 24 2020 | Duration: 20h:32m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 216331638 | Bytes Rx: 323169668 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 188883 | Audit Session ID: 0a95072b2e1d30005ef2d63c | Security Group Tag: none | EasyVPN: 0 |Session ID: 188883 | Audit Session ID: 0a95072b2e1d30005ef2d63c | Security Group Tag: none | EasyVPN: 0 ||
Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 19h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1690382617 | Bytes Rx: 224258970 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 19h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1690382617 | Bytes Rx: 224258970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: deevish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.160 | Public IP: 182.65.161.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:39:59 IST Wed Jun 24 2020 | Duration: 17h:50m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 675230695 | Bytes Rx: 107555196 | IP Addr: 10.149.242.160 | Public IP: 182.65.161.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:39:59 IST Wed Jun 24 2020 | Duration: 17h:50m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 675230695 | Bytes Rx: 107555196 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189526 | Audit Session ID: 0a95072b2e4560005ef2fc47 | Security Group Tag: none | EasyVPN: 0 |Session ID: 189526 | Audit Session ID: 0a95072b2e4560005ef2fc47 | Security Group Tag: none | EasyVPN: 0 ||
Username: rakhee.bijoy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.41 | Public IP: 103.111.135.206 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:46:35 IST Wed Jun 24 2020 | Duration: 16h:43m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1394750462 | Bytes Rx: 1973862507 | IP Addr: 10.149.243.41 | Public IP: 103.111.135.206 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:46:35 IST Wed Jun 24 2020 | Duration: 16h:43m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 1394750462 | Bytes Rx: 1973862507 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189854 | Audit Session ID: 0a95072b2e59e0005ef30be3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 189854 | Audit Session ID: 0a95072b2e59e0005ef30be3 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vmuthu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.18 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:23:03 IST Wed Jun 24 2020 | Duration: 16h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 631046611 | Bytes Rx: 966181641 | IP Addr: 10.149.235.18 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:23:03 IST Wed Jun 24 2020 | Duration: 16h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 631046611 | Bytes Rx: 966181641 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189967 | Audit Session ID: 0a95072b2e60f0005ef3146f | Security Group Tag: none | EasyVPN: 0 |Session ID: 189967 | Audit Session ID: 0a95072b2e60f0005ef3146f | Security Group Tag: none | EasyVPN: 0 ||
